datetime,Portland
2013-07-09,291.1870833333333
2013-07-10,294.7804166666667
2013-07-11,294.08625
2013-07-12,289.93312499999996
2013-07-13,289.3908333333333
2013-07-14,290.0229166666667
2013-07-15,292.8009166666667
2013-07-16,293.1084166666667
2013-07-17,295.6139583333333
2013-07-18,292.8966666666666
2013-07-19,290.78291666666667
2013-07-20,291.72875
2013-07-21,291.1358333333333
2013-07-22,291.1958333333333
2013-07-23,291.6705972208334
2013-07-24,293.4324375
2013-07-25,295.3216666666667
2013-07-26,294.92689583333333
2013-07-27,294.7066666666667
2013-07-28,291.7058333333333
2013-07-29,289.4142083333333
2013-07-30,289.4764583333333
2013-07-31,290.4691666666667
2013-08-01,290.75054166666666
2013-08-02,289.0045
2013-08-03,288.68289583333336
2013-08-04,290.78000000000003
2013-08-05,294.23914583333334
2013-08-06,295.7358333333334
2013-08-07,295.13218750000004
2013-08-08,294.8795
2013-08-09,293.52450000000005
2013-08-10,293.1671875
2013-08-11,293.6191666666667
2013-08-12,291.52166666666665
2013-08-13,291.7354166666667
2013-08-14,292.32146875000007
2013-08-15,293.61709027916663
2013-08-16,293.34606249999985
2013-08-17,293.4277916666666
2013-08-18,293.5728333333333
2013-08-19,293.64625000000007
2013-08-20,293.4841666666666
2013-08-21,291.81770833333337
2013-08-22,293.21604166666674
2013-08-23,293.924375
2013-08-24,292.5314166666667
2013-08-25,292.08066666666656
2013-08-26,289.9843958333333
2013-08-27,290.60052083333335
2013-08-28,292.48666666666674
2013-08-29,294.01930208333334
2013-08-30,293.7008333333334
2013-08-31,292.91144791666665
2013-09-01,293.9316666666667
2013-09-02,293.4779375
2013-09-03,292.1444541666666
2013-09-04,291.01409375000003
2013-09-05,290.9549513875
2013-09-06,289.2697680541666
2013-09-07,289.1882625
2013-09-08,292.1756041666667
2013-09-09,293.444375
2013-09-10,294.78912499999996
2013-09-11,297.7914861125
2013-09-12,294.64005833333334
2013-09-13,292.3179895833334
2013-09-14,293.10295138750007
2013-09-15,291.77134027916657
2013-09-16,289.87881666666664
2013-09-17,287.90045833333335
2013-09-18,287.19579166666676
2013-09-19,285.8834444458334
2013-09-20,287.4201319458333
2013-09-21,287.8418875
2013-09-22,286.23592083333335
2013-09-23,286.65778819583335
2013-09-24,285.53874305833335
2013-09-25,283.97582638750004
2013-09-26,284.2088055541667
2013-09-27,284.2925
2013-09-28,288.02654166666656
2013-09-29,286.3608090291666
2013-09-30,285.13989583333336
2013-10-01,282.4657958333333
2013-10-02,280.00914166666666
2013-10-03,281.83317013749996
2013-10-04,281.8633333333333
2013-10-05,284.4786249999999
2013-10-06,284.01479166666655
2013-10-07,284.37779166666667
2013-10-08,283.7974777791666
2013-10-09,280.9957083333333
2013-10-10,282.07762499999995
2013-10-11,282.53683333333333
2013-10-12,282.7563763875
2013-10-13,280.420375
2013-10-14,282.7863625
2013-10-15,284.23499999999996
2013-10-16,283.6349513875
2013-10-17,283.2571111125
2013-10-18,285.4533333333333
2013-10-19,284.10524305416664
2013-10-20,283.40832639166666
2013-10-21,284.1631145833333
2013-10-22,287.4780104166666
2013-10-23,283.45830208333336
2013-10-24,284.88986597083334
2013-10-25,284.89112499999993
2013-10-26,284.21532083333335
2013-10-27,281.27869791666666
2013-10-28,278.5504166666667
2013-10-29,277.7506041666666
2013-10-30,277.0027083333333
2013-10-31,280.4567916666666
2013-11-01,279.62881250000004
2013-11-02,281.99283333333335
2013-11-03,278.774375
2013-11-04,279.0117708333333
2013-11-05,281.14293749999996
2013-11-06,282.2062916666667
2013-11-07,283.38958333333323
2013-11-08,281.52750000000003
2013-11-09,279.7222916666667
2013-11-10,282.14875
2013-11-11,281.8908333333333
2013-11-12,283.2495833333333
2013-11-13,283.19125
2013-11-14,280.26260416666673
2013-11-15,279.9423541666667
2013-11-16,281.25681249999997
2013-11-17,281.11283333333324
2013-11-18,286.08672916666666
2013-11-19,283.78687499999995
2013-11-20,280.1988333333333
2013-11-21,289.143
2013-11-22,288.2276666666666
2013-11-23,289.143
2013-11-24,287.3284791666666
2013-11-25,283.645875
2013-11-26,279.84
2013-11-27,279.42197916666663
2013-11-28,279.13833333333326
2013-11-29,277.1515
2013-11-30,278.9225
2013-12-01,282.8183333333333
2013-12-02,280.59499999999997
2013-12-03,275.63624999999996
2013-12-04,271.01770833333336
2013-12-05,269.3016666666667
2013-12-06,269.45416666666665
2013-12-07,268.23562499999997
2013-12-08,265.50375
2013-12-09,266.32272916666665
2013-12-10,271.5675
2013-12-11,272.0566666666667
2013-12-12,272.5037916666666
2013-12-13,276.65395833333326
2013-12-14,278.43393749999996
2013-12-15,277.9159999999999
2013-12-16,278.3374583333333
2013-12-17,276.37250000000006
2013-12-18,275.98020833333334
2013-12-19,277.56652083333336
2013-12-20,273.8097916666666
2013-12-21,279.915
2013-12-22,281.42875
2013-12-23,281.9320833333333
2013-12-24,276.1314583333334
2013-12-25,275.18916666666667
2013-12-26,274.2775625
2013-12-27,273.8495833333333
2013-12-28,276.08375
2013-12-29,276.4616666666667
2013-12-30,276.21229166666666
2013-12-31,277.250625
2014-01-01,278.45750000000004
2014-01-02,278.2217708333333
2014-01-03,278.06500000000005
2014-01-04,275.0695802083333
2014-01-05,274.236875
2014-01-06,277.37083333333345
2014-01-07,277.4058333333333
2014-01-08,280.70414583333337
2014-01-09,279.82097916666663
2014-01-10,281.95631249999997
2014-01-11,283.63617419999997
2014-01-12,280.4630416666667
2014-01-13,282.763125
2014-01-14,281.4458402833333
2014-01-15,277.73646064583335
2014-01-16,276.1945833333333
2014-01-17,285.254793475
2014-01-18,288.6659241875
2014-01-19,280.6119791666666
2014-01-20,275.9658333333333
2014-01-21,275.85666666666674
2014-01-22,276.7772916666667
2014-01-23,277.73583333333335
2014-01-24,278.27561469999995
2014-01-25,275.99000000000007
2014-01-26,275.70437499999997
2014-01-27,275.13125
2014-01-28,277.1183333333334
2014-01-29,279.74583333333334
2014-01-30,280.06791666666663
2014-01-31,278.52000000000004
2014-02-01,278.60125
2014-02-02,276.0729166666667
2014-02-03,276.17041666666665
2014-02-04,273.32458333333335
2014-02-05,270.22125
2014-02-06,267.1508333333333
2014-02-07,266.85416666666663
2014-02-08,269.6545833333333
2014-02-09,271.8762500000001
2014-02-10,273.9845833333333
2014-02-11,278.9466666666667
2014-02-12,282.2054166666667
2014-02-13,283.0195833333333
2014-02-14,282.39208333333335
2014-02-15,280.585
2014-02-16,280.1358333333332
2014-02-17,282.5429166666667
2014-02-18,281.7329166666667
2014-02-19,278.75749999999994
2014-02-20,280.1637499999999
2014-02-21,279.49250000000006
2014-02-22,277.3691666666667
2014-02-23,277.8954166666667
2014-02-24,280.5245833333333
2014-02-25,278.9391666666667
2014-02-26,279.17875
2014-02-27,278.3725
2014-02-28,280.27375
2014-03-01,279.65749999999997
2014-03-02,275.1791666666667
2014-03-03,283.0566666666667
2014-03-04,283.7704166666667
2014-03-05,285.00129166666665
2014-03-06,284.8204166666666
2014-03-07,283.57624999999996
2014-03-08,282.2295833333333
2014-03-09,285.6395833333333
2014-03-10,283.515
2014-03-11,279.4825
2014-03-12,281.83625
2014-03-13,281.34625000000005
2014-03-14,285.02625
2014-03-15,282.64875
2014-03-16,286.53833333333336
2014-03-17,279.5537499999999
2014-03-18,280.0295833333333
2014-03-19,280.7345833333334
2014-03-20,277.90291666666667
2014-03-21,278.2245833333334
2014-03-22,280.1345833333333
2014-03-23,281.61541666666665
2014-03-24,283.14750000000004
2014-03-25,285.43541666666664
2014-03-26,281.50291666666664
2014-03-27,281.56791666666663
2014-03-28,282.5283333333333
2014-03-29,282.2933333333333
2014-03-30,281.6529166666666
2014-03-31,280.17791666666665
2014-04-01,281.59083333333336
2014-04-02,281.58195833333326
2014-04-03,282.70125
2014-04-04,282.3225
2014-04-05,282.93083333333334
2014-04-06,284.54125000000005
2014-04-07,285.9666666666667
2014-04-08,287.7537500000001
2014-04-09,284.83416666666665
2014-04-10,283.6295833333333
2014-04-11,284.63500000000005
2014-04-12,284.80041666666665
2014-04-13,285.70958333333334
2014-04-14,287.8704166666667
2014-04-15,284.48291666666665
2014-04-16,284.2354166666667
2014-04-17,284.1316666666666
2014-04-18,281.91875000000005
2014-04-19,282.3158333333334
2014-04-20,283.57929861249994
2014-04-21,285.555
2014-04-22,282.65416666666664
2014-04-23,281.82750000000004
2014-04-24,284.5329166666666
2014-04-25,281.97791666666666
2014-04-26,281.4283333333334
2014-04-27,281.6845833333333
2014-04-28,282.175
2014-04-29,286.50485416666663
2014-04-30,289.60056249999997
2014-05-01,293.42083333333335
2014-05-02,291.4925625
2014-05-03,286.21475000000004
2014-05-04,284.6422395833334
2014-05-05,284.9870833333334
2014-05-06,285.64968549583324
2014-05-07,284.33820833333334
2014-05-08,285.17124999999993
2014-05-09,284.43791666666664
2014-05-10,282.7287083333334
2014-05-11,284.6833333333334
2014-05-12,288.5851666666666
2014-05-13,291.7320416666667
2014-05-14,294.77899999999994
2014-05-15,295.48983333333325
2014-05-16,290.19437500000004
2014-05-17,288.6041666666667
2014-05-18,287.29375
2014-05-19,286.53166666666664
2014-05-20,288.7333333333334
2014-05-21,287.8926330708332
2014-05-22,290.6345833333333
2014-05-23,292.4916666666666
2014-05-24,289.3629166666667
2014-05-25,288.47625
2014-05-26,288.69250000000005
2014-05-27,287.64708333333334
2014-05-28,285.62416666666655
2014-05-29,286.2633333333333
2014-05-30,287.42333333333335
2014-05-31,289.8625
2014-06-01,288.47166666666664
2014-06-02,289.9108333333333
2014-06-03,287.9719213
2014-06-04,287.49904202083326
2014-06-05,288.3620833333333
2014-06-06,289.70916666666665
2014-06-07,290.4291666666667
2014-06-08,291.0054166666667
2014-06-09,290.79933601249996
2014-06-10,288.95531669999997
2014-06-11,289.95833627916664
2014-06-12,289.84545862500005
2014-06-13,285.84625789166665
2014-06-14,286.34391313333333
2014-06-15,286.4468358041667
2014-06-16,283.55063982916664
2014-06-17,283.460231925
2014-06-18,285.55145624999994
2014-06-19,289.2304799833333
2014-06-20,289.87595324583333
2014-06-21,287.65700814583334
2014-06-22,289.1931858333333
2014-06-23,291.92046089999997
2014-06-24,291.1955270583333
2014-06-25,291.5801805208334
2014-06-26,290.15301753750003
2014-06-27,289.32969609583336
2014-06-28,288.8767190875
2014-06-29,289.72375439166666
2014-06-30,289.6850846833333
2014-07-01,296.3951316208333
2014-07-02,297.30348692083334
2014-07-03,292.7919831291666
2014-07-04,291.1167898375
2014-07-05,294.0244678
2014-07-06,295.8245833333333
2014-07-07,296.9416666666666
2014-07-08,296.7749761708333
2014-07-09,295.3379166666667
2014-07-10,292.6779166666667
2014-07-11,295.29986761666663
2014-07-12,297.13166666666666
2014-07-13,295.66208333333327
2014-07-14,294.0069760958333
2014-07-15,295.60083333333336
2014-07-16,298.0370833333333
2014-07-17,294.5966666666666
2014-07-18,291.93458333333336
2014-07-19,294.3370833333334
2014-07-20,293.8633333333333
2014-07-21,290.7079166666667
2014-07-22,292.61375000000004
2014-07-23,290.44875
2014-07-24,287.2977171958334
2014-07-25,289.1169710625
2014-07-26,292.5587500000001
2014-07-27,294.29139849583333
2014-07-28,295.03447157499994
2014-07-29,295.80108333333334
2014-07-30,295.07069720833334
2014-07-31,296.46777320000007
2014-08-01,297.4209385958333
2014-08-02,295.4481377333332
2014-08-03,295.27111137500003
2014-08-04,298.6977870208334
2014-08-05,294.66833333333335
2014-08-06,294.2383333333333
2014-08-07,293.69878093333324
2014-08-08,291.6163391375
2014-08-09,291.19793749999997
2014-08-10,294.9124583333334
2014-08-11,299.56445833333333
2014-08-12,297.4459791666665
2014-08-13,293.4466458333333
2014-08-14,292.8937083333333
2014-08-15,293.00839583333334
2014-08-16,293.120375
2014-08-17,294.09931250000005
2014-08-18,295.2916666666667
2014-08-19,296.03
2014-08-20,292.2431666666667
2014-08-21,289.2250208333334
2014-08-22,290.6178541666667
2014-08-23,292.5171041666668
2014-08-24,293.2941458333333
2014-08-25,293.05468750000006
2014-08-26,295.2112916666667
2014-08-27,295.82095833333335
2014-08-28,294.07197916666667
2014-08-29,291.5091041666667
2014-08-30,290.062375
2014-08-31,288.37487500000003
2014-09-01,288.5503541666667
2014-09-02,289.10447916666664
2014-09-03,288.171375
2014-09-04,288.13849999999996
2014-09-05,292.4509583333334
2014-09-06,297.0237916666666
2014-09-07,294.11072916666666
2014-09-08,290.99558333333334
2014-09-09,289.74039583333337
2014-09-10,288.8566666666665
2014-09-11,290.0876875
2014-09-12,291.79537500000004
2014-09-13,292.49768750000004
2014-09-14,292.1409375
2014-09-15,293.272
2014-09-16,291.7278958333333
2014-09-17,290.0010208333333
2014-09-18,290.4555208333333
2014-09-19,290.97962499999994
2014-09-20,291.661
2014-09-21,295.61308333333335
2014-09-22,292.28616666666665
2014-09-23,289.973
2014-09-24,289.61814583333336
2014-09-25,287.81402083333336
2014-09-26,286.9906875
2014-09-27,286.2079166666667
2014-09-28,287.021875
2014-09-29,286.5175208333334
2014-09-30,285.3564791666667
2014-10-01,283.90112500000004
2014-10-02,282.97739583333333
2014-10-03,285.64039583333334
2014-10-04,287.20356250000003
2014-10-05,289.08606249999997
2014-10-06,290.26668750000005
2014-10-07,290.44295833333337
2014-10-08,288.706375
2014-10-09,287.1598958333333
2014-10-10,285.9636666666667
2014-10-11,287.60156250000006
2014-10-12,286.03049999999996
2014-10-13,284.8262083333334
2014-10-14,286.0666458333333
2014-10-15,284.2561875
2014-10-16,284.8330416666667
2014-10-17,284.42177083333337
2014-10-18,287.1415416666666
2014-10-19,286.82047916666676
2014-10-20,286.98729166666664
2014-10-21,284.53183333333334
2014-10-22,285.3456666666666
2014-10-23,284.39606249999997
2014-10-24,281.8587708333333
2014-10-25,282.89945833333337
2014-10-26,282.2516666666667
2014-10-27,281.6880208333334
2014-10-28,283.7281875
2014-10-29,285.60943750000007
2014-10-30,284.2880416666667
2014-10-31,284.4843333333334
2014-11-01,279.5735833333334
2014-11-02,281.02731250000005
2014-11-03,282.7899791666667
2014-11-04,284.0150625
2014-11-05,285.47016666666667
2014-11-06,285.36470833333334
2014-11-07,283.0624583333333
2014-11-08,279.64375
2014-11-09,279.5596875
2014-11-10,280.83497916666676
2014-11-11,276.2767083333334
2014-11-12,273.5057083333333
2014-11-13,272.490875
2014-11-14,271.8986666666667
2014-11-15,271.8625
2014-11-16,270.9204583333333
2014-11-17,270.60020833333334
2014-11-18,270.5980625
2014-11-19,273.39060416666666
2014-11-20,275.070875
2014-11-21,278.08035416666667
2014-11-22,281.0826666666667
2014-11-23,279.84877083333333
2014-11-24,280.9706458333334
2014-11-25,284.8318541666667
2014-11-26,285.4598541666667
2014-11-27,284.7891041666667
2014-11-28,284.11752083333334
2014-11-29,277.889125
2014-11-30,270.6031458333333
2014-12-01,270.3634583333333
2014-12-02,270.69708333333335
2014-12-03,271.84600000000006
2014-12-04,274.4211458333334
2014-12-05,275.83147916666667
2014-12-06,277.1167083333333
2014-12-07,277.9906041666667
2014-12-08,277.9645416666667
2014-12-09,284.04581249999995
2014-12-10,286.0434791666667
2014-12-11,283.7075
2014-12-12,281.86787499999997
2014-12-13,279.0176666666667
2014-12-14,275.5345208333334
2014-12-15,277.63377083333324
2014-12-16,276.8732083333333
2014-12-17,275.64591666666666
2014-12-18,278.9258333333333
2014-12-19,280.80220833333334
2014-12-20,281.1882708333333
2014-12-21,284.04091666666665
2014-12-22,282.3184166666667
2014-12-23,279.3160625
2014-12-24,279.78220833333336
2014-12-25,277.9864166666667
2014-12-26,277.35852083333333
2014-12-27,277.8634583333333
2014-12-28,278.21847916666667
2014-12-29,276.0565625
2014-12-30,270.9261458333333
2014-12-31,266.93752083333334
2015-01-01,267.7622916666667
2015-01-02,268.9787916666667
2015-01-03,273.63560416666667
2015-01-04,276.75043750000003
2015-01-05,281.44566666666674
2015-01-06,278.100375
2015-01-07,275.3380625
2015-01-08,273.9733333333333
2015-01-09,274.5969583333333
2015-01-10,273.30087499999996
2015-01-11,277.3702916666667
2015-01-12,277.3067916666667
2015-01-13,275.6784375
2015-01-14,274.46225
2015-01-15,273.90372916666666
2015-01-16,280.7122916666667
2015-01-17,277.94197916666656
2015-01-18,282.91781249999997
2015-01-19,280.4022916666667
2015-01-20,275.71410416666663
2015-01-21,274.54439583333334
2015-01-22,275.7106666666666
2015-01-23,278.0578125
2015-01-24,282.4235833333334
2015-01-25,281.1331666666666
2015-01-26,279.0756041666666
2015-01-27,279.285875
2015-01-28,281.64997916666664
2015-01-29,279.8092083333334
2015-01-30,276.03414583333335
2015-01-31,274.57756250000006
2015-02-01,275.93739583333337
2015-02-02,279.93350000000004
2015-02-03,278.53518749999995
2015-02-04,278.7778333333334
2015-02-05,281.2283958333333
2015-02-06,285.1734791666667
2015-02-07,283.56222916666667
2015-02-08,282.20737499999996
2015-02-09,283.10575
2015-02-10,282.4545
2015-02-11,280.34464583333335
2015-02-12,280.5319166666667
2015-02-13,279.3117916666667
2015-02-14,279.073
2015-02-15,277.90618749999993
2015-02-16,281.77247916666664
2015-02-17,281.1638125
2015-02-18,279.02370833333333
2015-02-19,279.487
2015-02-20,280.51408333333336
2015-02-21,278.1968958333334
2015-02-22,279.36220833333334
2015-02-23,276.07635416666665
2015-02-24,276.58081250000004
2015-02-25,278.1260625
2015-02-26,279.86383333333333
2015-02-27,280.3255208333333
2015-02-28,279.3974999999999
2015-03-01,276.0566666666668
2015-03-02,278.5280208333333
2015-03-03,276.67852083333327
2015-03-04,275.4781458333333
2015-03-05,276.68016666666676
2015-03-06,279.3077708333333
2015-03-07,280.2805
2015-03-08,280.81868749999995
2015-03-09,281.8901041666667
2015-03-10,280.9732916666666
2015-03-11,282.8441666666667
2015-03-12,284.5421875
2015-03-13,283.90625000000006
2015-03-14,285.22225000000003
2015-03-15,284.6195625
2015-03-16,281.43331250000006
2015-03-17,282.5596458333334
2015-03-18,282.54624999999993
2015-03-19,281.3727708333334
2015-03-20,282.9718541666667
2015-03-21,282.9336875
2015-03-22,280.10593750000004
2015-03-23,278.83566666666667
2015-03-24,279.3015000000001
2015-03-25,280.7428541666667
2015-03-26,283.2896875
2015-03-27,285.18914583333327
2015-03-28,283.39454166666667
2015-03-29,282.32991666666663
2015-03-30,282.8670000000001
2015-03-31,282.1644791666667
2015-04-01,278.79670833333336
2015-04-02,278.7700208333333
2015-04-03,277.6264375
2015-04-04,277.4530833333333
2015-04-05,277.69060416666673
2015-04-06,279.57199999999995
2015-04-07,281.3823958333333
2015-04-08,281.3928541666666
2015-04-09,280.5206458333333
2015-04-10,281.4795833333333
2015-04-11,280.71175000000005
2015-04-12,279.30327083333333
2015-04-13,279.93614583333334
2015-04-14,277.4915
2015-04-15,278.685875
2015-04-16,280.35825000000006
2015-04-17,284.1183958333334
2015-04-18,285.55941666666666
2015-04-19,286.91204166666665
2015-04-20,287.7740833333333
2015-04-21,286.4038333333333
2015-04-22,281.51820833333335
2015-04-23,280.0941666666667
2015-04-24,279.65049999999997
2015-04-25,280.42502083333335
2015-04-26,280.47545833333334
2015-04-27,286.0033333333333
2015-04-28,287.65800694166666
2015-04-29,281.80267014166674
2015-04-30,283.26285416666667
2015-05-01,285.9588333333333
2015-05-02,285.19693750000005
2015-05-03,285.52018749999996
2015-05-04,286.1556041666667
2015-05-05,283.64514583333334
2015-05-06,281.4953125
2015-05-07,282.8316458333333
2015-05-08,286.8263958333334
2015-05-09,290.1480625
2015-05-10,289.30741666666665
2015-05-11,286.0162291666666
2015-05-12,282.0251458333334
2015-05-13,282.9654791666666
2015-05-14,284.09527083333336
2015-05-15,285.1099375
2015-05-16,284.8065208333333
2015-05-17,285.4324791666666
2015-05-18,287.8249166666667
2015-05-19,288.5729375
