datetime,San Diego
2013-04-09,287.46458333333334
2013-04-10,286.7120833333333
2013-04-11,288.18375000000003
2013-04-12,289.12833333333333
2013-04-13,288.3979166666666
2013-04-14,287.8616666666667
2013-04-15,286.48625
2013-04-16,285.8654166666667
2013-04-17,285.856875
2013-04-18,286.3175
2013-04-19,289.34749999999997
2013-04-20,290.46791666666667
2013-04-21,290.81297916666665
2013-04-22,290.235
2013-04-23,288.8166666666668
2013-04-24,288.71083333333337
2013-04-25,287.99625
2013-04-26,288.8289375
2013-04-27,289.33250000000004
2013-04-28,289.65083333333337
2013-04-29,289.5691666666667
2013-04-30,289.43458333333336
2013-05-01,288.91770833333334
2013-05-02,290.0329166666667
2013-05-03,291.5896666666667
2013-05-04,294.96000000000004
2013-05-05,291.06541666666675
2013-05-06,289.6120833333334
2013-05-07,288.52916666666664
2013-05-08,289.60875
2013-05-09,288.98708333333326
2013-05-10,289.7295833333334
2013-05-11,290.1783333333333
2013-05-12,291.70374999999996
2013-05-13,293.4873125
2013-05-14,297.5047916666667
2013-05-15,294.2991666666666
2013-05-16,290.61875
2013-05-17,290.1302083333333
2013-05-18,290.2925
2013-05-19,290.74875
2013-05-20,291.1033333333333
2013-05-21,291.3604166666666
2013-05-22,291.6429166666666
2013-05-23,291.09791666666666
2013-05-24,289.7516666666667
2013-05-25,290.0158333333334
2013-05-26,289.46708333333333
2013-05-27,289.59666666666664
2013-05-28,289.64250000000004
2013-05-29,290.4552083333333
2013-05-30,291.1433333333333
2013-05-31,292.03541666666666
2013-06-01,291.5945833333333
2013-06-02,291.56250000000006
2013-06-03,290.7849999999999
2013-06-04,291.38916666666665
2013-06-05,291.16166666666675
2013-06-06,291.3520833333334
2013-06-07,290.7975
2013-06-08,290.1354166666667
2013-06-09,290.3216666666667
2013-06-10,290.4795833333333
2013-06-11,291.0299791666667
2013-06-12,291.43666666666655
2013-06-13,290.9407291666667
2013-06-14,291.2645208333333
2013-06-15,290.43874999999997
2013-06-16,289.6508333333333
2013-06-17,290.31749999999994
2013-06-18,291.1483333333333
2013-06-19,291.359
2013-06-20,290.9992416666667
2013-06-21,291.319625
2013-06-22,291.98687291666664
2013-06-23,291.49516666666676
2013-06-24,290.91354166666673
2013-06-25,291.02625
2013-06-26,292.27375
2013-06-27,293.8272083333334
2013-06-28,295.3588541666666
2013-06-29,295.4629166666667
2013-06-30,296.48525
2013-07-01,297.1185416666666
2013-07-02,297.1634999999999
2013-07-03,294.8165208333333
2013-07-04,295.86652083333325
2013-07-05,293.7847083333333
2013-07-06,292.84229166666665
2013-07-07,293.01708333333335
2013-07-08,293.25416666666666
2013-07-09,294.32749999999993
2013-07-10,295.42375
2013-07-11,295.09937499999995
2013-07-12,293.9148749999999
2013-07-13,294.20624999999995
2013-07-14,294.45500000000004
2013-07-15,294.8085416666666
2013-07-16,295.033625
2013-07-17,294.40291666666667
2013-07-18,293.5585416666667
2013-07-19,294.00562500000007
2013-07-20,292.80125
2013-07-21,291.3108333333333
2013-07-22,291.9308333333334
2013-07-23,293.20601388750003
2013-07-24,293.8858333333333
2013-07-25,293.3854166666667
2013-07-26,292.91937500000006
2013-07-27,293.2295833333333
2013-07-28,293.0316666666667
2013-07-29,291.83833333333337
2013-07-30,291.42416666666674
2013-07-31,291.69816666666657
2013-08-01,291.35020833333334
2013-08-02,291.32395833333334
2013-08-03,292.2456458333333
2013-08-04,291.87500000000006
2013-08-05,291.1566666666666
2013-08-06,292.1254166666667
2013-08-07,291.6043333333334
2013-08-08,291.768875
2013-08-09,291.82337499999994
2013-08-10,291.0492083333334
2013-08-11,289.498125
2013-08-12,290.77625
2013-08-13,291.75416666666666
2013-08-14,291.85871875
2013-08-15,292.1698541666666
2013-08-16,293.049875
2013-08-17,294.2967499999999
2013-08-18,294.54204166666665
2013-08-19,293.45416666666665
2013-08-20,292.6558333333334
2013-08-21,293.2114583333333
2013-08-22,294.49125
2013-08-23,294.81958333333336
2013-08-24,295.19683333333336
2013-08-25,294.13954166666673
2013-08-26,294.1816875
2013-08-27,297.5535416666667
2013-08-28,296.7685416666666
2013-08-29,297.28819791666666
2013-08-30,297.6772291666667
2013-08-31,299.19728125
2013-09-01,297.56187500000004
2013-09-02,295.5708958333333
2013-09-03,297.6108708333333
2013-09-04,297.72690624999996
2013-09-05,298.2757152791666
2013-09-06,299.6579701374999
2013-09-07,298.69673958333334
2013-09-08,296.5615979166667
2013-09-09,294.58770833333335
2013-09-10,293.8551111125
2013-09-11,292.94735416666657
2013-09-12,293.43648194166667
2013-09-13,294.0519895833333
2013-09-14,293.3155277791666
2013-09-15,294.38085416666655
2013-09-16,294.88912222083326
2013-09-17,292.69405555416665
2013-09-18,292.21110416666664
2013-09-19,290.9131875
2013-09-20,291.5681249958333
2013-09-21,290.5205555541667
2013-09-22,291.4710354166666
2013-09-23,291.41741319583326
2013-09-24,294.29803472083336
2013-09-25,292.2969166666666
2013-09-26,290.89561111250003
2013-09-27,290.6572916666667
2013-09-28,293.5938333333333
2013-09-29,292.6606180541666
2013-09-30,292.0472361125
2013-10-01,290.60617083333335
2013-10-02,288.39416250000005
2013-10-03,290.7161909708332
2013-10-04,291.4752083333333
2013-10-05,293.8023958333334
2013-10-06,293.60132638749997
2013-10-07,293.1890347208334
2013-10-08,289.87585763749996
2013-10-09,289.6754583333332
2013-10-10,288.05895833333324
2013-10-11,287.8916458333333
2013-10-12,289.4496180541667
2013-10-13,288.4054013875
2013-10-14,288.42353958333337
2013-10-15,292.15695139166667
2013-10-16,292.69830555416667
2013-10-17,292.6385694458333
2013-10-18,291.3943749999999
2013-10-19,291.9305763875
2013-10-20,290.70379860833333
2013-10-21,287.874625
2013-10-22,291.5789375
2013-10-23,288.44287499999996
2013-10-24,288.50496458333333
2013-10-25,288.93352222499993
2013-10-26,290.3575083333333
2013-10-27,289.14754166666665
2013-10-28,286.8926041666667
2013-10-29,285.40893750000004
2013-10-30,282.57145833333334
2013-10-31,283.7541875
2013-11-01,285.8100624999999
2013-11-02,286.7246041666666
2013-11-03,284.049375
2013-11-04,282.76802083333337
2013-11-05,282.39202083333333
2013-11-06,286.52397569583337
2013-11-07,291.38310416666667
2013-11-08,290.3975000000001
2013-11-09,289.0858333333333
2013-11-10,290.44791666666674
2013-11-11,288.9358333333334
2013-11-12,290.3187500000001
2013-11-13,293.32374999999996
2013-11-14,293.04770833333333
2013-11-15,289.66499999999996
2013-11-16,288.41979166666664
2013-11-17,287.7929791666666
2013-11-18,288.25487499999997
2013-11-19,288.0518541666667
2013-11-20,288.69374999999997
2013-11-21,289.01249999999993
2013-11-22,287.04999999999995
2013-11-23,287.2218541666666
2013-11-24,285.18833333333333
2013-11-25,284.8033541666667
2013-11-26,287.1
2013-11-27,289.0125
2013-11-28,286.5959375
2013-11-29,287.0773125
2013-11-30,287.48625
2013-12-01,288.61041666666665
2013-12-02,288.59791666666666
2013-12-03,286.8491666666667
2013-12-04,286.5445833333333
2013-12-05,283.2870833333333
2013-12-06,281.3270833333333
2013-12-07,282.50395833333334
2013-12-08,282.8783333333334
2013-12-09,280.37908333333337
2013-12-10,281.9022916666666
2013-12-11,285.24666666666667
2013-12-12,285.7171249999999
2013-12-13,282.6387499999999
2013-12-14,283.35458333333327
2013-12-15,285.4912499999999
2013-12-16,288.2386041666667
2013-12-17,290.32187500000003
2013-12-18,289.41333333333324
2013-12-19,288.35985416666665
2013-12-20,282.59375000000006
2013-12-21,283.7452083333333
2013-12-22,284.06902083333335
2013-12-23,286.9291666666667
2013-12-24,288.22437499999995
2013-12-25,289.8097916666666
2013-12-26,289.2577708333334
2013-12-27,288.98875000000004
2013-12-28,288.21812500000004
2013-12-29,285.73375
2013-12-30,287.06812499999995
2013-12-31,286.24618749999996
2014-01-01,285.39624999999995
2014-01-02,288.5805208333333
2014-01-03,287.62145833333335
2014-01-04,287.2374923625
2014-01-05,287.13041666666675
2014-01-06,289.1266666666666
2014-01-07,287.1837500000001
2014-01-08,285.92531249999996
2014-01-09,286.1075
2014-01-10,285.29375
2014-01-11,286.95950000000005
2014-01-12,285.9060416666667
2014-01-13,289.0645833333333
2014-01-14,288.3489583333332
2014-01-15,292.58500394166674
2014-01-16,292.10195833333336
2014-01-17,296.0457561708334
2014-01-18,297.82330269166675
2014-01-19,292.8348958333333
2014-01-20,288.9977083333333
2014-01-21,289.14708333333334
2014-01-22,289.91041666666666
2014-01-23,285.77062500000005
2014-01-24,287.70458102083336
2014-01-25,290.3020833333333
2014-01-26,288.1478958333334
2014-01-27,288.3475
2014-01-28,286.7637499999999
2014-01-29,287.18125000000003
2014-01-30,286.54625000000004
2014-01-31,286.7191666666667
2014-02-01,284.26499999999993
2014-02-02,283.4925
2014-02-03,284.43708333333336
2014-02-04,284.36791666666676
2014-02-05,284.8112499999999
2014-02-06,284.9683333333333
2014-02-07,285.62583333333333
2014-02-08,285.51958333333334
2014-02-09,286.4808333333333
2014-02-10,286.77
2014-02-11,287.04541666666665
2014-02-12,289.6454166666666
2014-02-13,291.19750000000005
2014-02-14,291.0220833333333
2014-02-15,290.97708333333327
2014-02-16,289.4358333333333
2014-02-17,287.5866666666666
2014-02-18,287.21958333333333
2014-02-19,287.2270833333334
2014-02-20,287.38708333333335
2014-02-21,290.17249999999996
2014-02-22,288.3333333333333
2014-02-23,287.31374999999997
2014-02-24,287.2091666666667
2014-02-25,288.46083333333337
2014-02-26,288.2866666666667
2014-02-27,288.28041666666667
2014-02-28,289.7366666666667
2014-03-01,287.96625
2014-03-02,286.78875
2014-03-03,286.7229166666667
2014-03-04,287.7710833333333
2014-03-05,287.4494583333333
2014-03-06,288.9904166666667
2014-03-07,289.27208333333334
2014-03-08,290.50208333333336
2014-03-09,293.6645833333333
2014-03-10,292.3908333333333
2014-03-11,289.0137500000001
2014-03-12,288.4483333333333
2014-03-13,288.31208333333336
2014-03-14,287.87166666666667
2014-03-15,288.935
2014-03-16,293.3454166666666
2014-03-17,291.40749999999997
2014-03-18,289.5820833333334
2014-03-19,288.58208333333334
2014-03-20,288.54041666666666
2014-03-21,289.10874999999993
2014-03-22,288.24791666666664
2014-03-23,288.0895833333333
2014-03-24,289.02416666666664
2014-03-25,288.0820833333333
2014-03-26,287.91625
2014-03-27,287.5729166666667
2014-03-28,287.1245833333333
2014-03-29,288.65458333333333
2014-03-30,289.1791666666666
2014-03-31,287.0045833333333
2014-04-01,286.4395833333333
2014-04-02,285.8329166666666
2014-04-03,285.1379166666666
2014-04-04,285.60958333333326
2014-04-05,286.11875000000003
2014-04-06,287.98499999999996
2014-04-07,291.8441666666667
2014-04-08,294.40875000000005
2014-04-09,294.0795833333333
2014-04-10,291.6120833333334
2014-04-11,291.60083333333336
2014-04-12,289.06458333333325
2014-04-13,288.1958333333334
2014-04-14,289.765
2014-04-15,290.2133333333333
2014-04-16,289.1229166666667
2014-04-17,288.8104166666667
2014-04-18,289.6816666666666
2014-04-19,290.1566666666666
2014-04-20,289.92450694583334
2014-04-21,290.70166666666665
2014-04-22,289.9270833333333
2014-04-23,288.8341666666666
2014-04-24,289.8554166666667
2014-04-25,289.0345833333333
2014-04-26,287.5395833333333
2014-04-27,287.6141666666667
2014-04-28,288.99666666666667
2014-04-29,291.99832244583337
2014-04-30,292.96827083333335
2014-05-01,294.85520833333334
2014-05-02,293.7031041666666
2014-05-03,294.1918333333333
2014-05-04,292.2836979166666
2014-05-05,290.17249999999996
2014-05-06,288.9627365958334
2014-05-07,287.96204166666666
2014-05-08,288.9870833333334
2014-05-09,289.13458333333335
2014-05-10,290.47204166666666
2014-05-11,290.13124999999997
2014-05-12,293.67379166666666
2014-05-13,297.34962499999995
2014-05-14,298.97912499999995
2014-05-15,299.8216666666668
2014-05-16,300.15625000000006
2014-05-17,294.9320833333333
2014-05-18,291.9295833333333
2014-05-19,291.2570833333334
2014-05-20,290.16458333333327
2014-05-21,289.4754891291666
2014-05-22,290.5925
2014-05-23,290.83874999999995
2014-05-24,290.8775
2014-05-25,291.67958333333337
2014-05-26,292.37375000000003
2014-05-27,293.38166666666666
2014-05-28,292.2849999999999
2014-05-29,292.3662499999999
2014-05-30,291.95166666666665
2014-05-31,292.31583333333333
2014-06-01,292.55333333333334
2014-06-02,292.7433333333334
2014-06-03,292.74633790416664
2014-06-04,293.18956790000004
2014-06-05,292.7308333333334
2014-06-06,291.8883333333334
2014-06-07,291.61125
2014-06-08,291.8254166666666
2014-06-09,292.0176491124999
2014-06-10,292.131111225
2014-06-11,292.2560367708333
2014-06-12,291.75507955
2014-06-13,291.67763143749994
2014-06-14,291.315087725
2014-06-15,291.82601539166666
2014-06-16,290.60675423333333
2014-06-17,289.8716161166667
2014-06-18,290.23236139166676
2014-06-19,290.92451678333333
2014-06-20,292.88092764999993
2014-06-21,292.8269775833333
2014-06-22,292.79372265833337
2014-06-23,291.77801409166665
2014-06-24,290.7125179708333
2014-06-25,291.98675348750004
2014-06-26,293.0325195958333
2014-06-27,292.0717236208332
2014-06-28,292.88611954999993
2014-06-29,293.2740501833334
2014-06-30,292.6226445666666
2014-07-01,292.5786953291667
2014-07-02,294.14637626250004
2014-07-03,294.4754412375
2014-07-04,295.51535365
2014-07-05,297.09063422500003
2014-07-06,297.7604166666667
2014-07-07,297.17916666666673
2014-07-08,295.3170548708334
2014-07-09,294.90375000000006
2014-07-10,294.98333333333335
2014-07-11,295.1408417916667
2014-07-12,294.8258333333333
2014-07-13,294.57374999999996
2014-07-14,294.0588592666666
2014-07-15,293.8291666666667
2014-07-16,294.54249999999996
2014-07-17,294.60083333333324
2014-07-18,293.82249999999993
2014-07-19,293.5491666666667
2014-07-20,294.3837499999999
2014-07-21,295.04458333333326
2014-07-22,294.9129166666667
2014-07-23,296.1166666666666
2014-07-24,298.28720815
2014-07-25,296.87789127083335
2014-07-26,295.9008333333333
2014-07-27,295.8350636333333
2014-07-28,296.5896596625
2014-07-29,296.6500416666667
2014-07-30,296.6686715416667
2014-07-31,297.21240216666666
2014-08-01,296.29565100416664
2014-08-02,295.80879340416664
2014-08-03,296.17464438750005
2014-08-04,296.87574295833326
2014-08-05,294.88499999999993
2014-08-06,294.41083333333336
2014-08-07,292.0688177458333
2014-08-08,291.991178125
2014-08-09,293.0125208333333
2014-08-10,293.8593333333333
2014-08-11,296.259375
2014-08-12,294.9303541666667
2014-08-13,295.06852083333337
2014-08-14,294.6885
2014-08-15,296.4156875
2014-08-16,296.8328749999999
2014-08-17,296.68056249999995
2014-08-18,295.9322916666667
2014-08-19,293.2956249999999
2014-08-20,291.97962499999994
2014-08-21,292.8562708333333
2014-08-22,294.4273541666666
2014-08-23,292.3223125
2014-08-24,291.18477083333335
2014-08-25,293.7901041666667
2014-08-26,294.79150000000004
2014-08-27,295.572
2014-08-28,297.03864583333336
2014-08-29,296.38618749999995
2014-08-30,295.078
2014-08-31,295.56237500000003
2014-09-01,294.24306249999995
2014-09-02,293.1138541666666
2014-09-03,292.37450000000007
2014-09-04,291.88224999999994
2014-09-05,292.08845833333334
2014-09-06,296.54045833333333
2014-09-07,297.44302083333326
2014-09-08,297.43829166666666
2014-09-09,295.92164583333334
2014-09-10,295.04312500000003
2014-09-11,296.90227083333343
2014-09-12,297.43287499999997
2014-09-13,298.91122916666666
2014-09-14,299.9553958333333
2014-09-15,300.06575000000004
2014-09-16,299.8737291666667
2014-09-17,300.65518749999995
2014-09-18,296.3753125
2014-09-19,293.179625
2014-09-20,291.6672500000001
2014-09-21,290.7276666666667
2014-09-22,292.37183333333326
2014-09-23,293.53237500000006
2014-09-24,295.4160625
2014-09-25,296.6567291666666
2014-09-26,295.2990208333333
2014-09-27,290.55166666666656
2014-09-28,288.1010416666667
2014-09-29,288.84668750000003
2014-09-30,290.84397916666666
2014-10-01,290.91154166666666
2014-10-02,292.88156250000003
2014-10-03,293.63310416666667
2014-10-04,295.1671041666668
2014-10-05,294.1683541666667
2014-10-06,292.9979375
2014-10-07,293.7357916666667
2014-10-08,294.00637500000005
2014-10-09,290.7598958333333
2014-10-10,290.0209583333333
2014-10-11,290.35260416666665
2014-10-12,290.57424999999995
2014-10-13,290.6147500000001
2014-10-14,289.91039583333327
2014-10-15,288.1520208333333
2014-10-16,287.3830416666667
2014-10-17,288.1926041666667
2014-10-18,287.6431041666667
2014-10-19,289.3064166666666
2014-10-20,290.014375
2014-10-21,290.9021458333333
2014-10-22,288.43733333333336
2014-10-23,290.67210416666666
2014-10-24,291.7316875
2014-10-25,291.2437291666667
2014-10-26,288.4678125
2014-10-27,285.89531250000005
2014-10-28,287.1240208333333
2014-10-29,288.6063125
2014-10-30,288.39325
2014-10-31,286.926
2014-11-01,287.8157708333333
2014-11-02,285.26377083333335
2014-11-03,283.08164583333337
2014-11-04,283.472875
2014-11-05,285.26652083333323
2014-11-06,288.1829375
2014-11-07,288.69422916666673
2014-11-08,289.3843749999999
2014-11-09,289.39758333333333
2014-11-10,285.57404166666663
2014-11-11,285.4923333333333
2014-11-12,285.14020833333336
2014-11-13,284.0710833333333
2014-11-14,285.77875
2014-11-15,284.09218749999997
2014-11-16,286.8161875
2014-11-17,283.3387291666666
2014-11-18,283.33295833333335
2014-11-19,283.0051875
2014-11-20,282.4604583333334
2014-11-21,286.284
2014-11-22,283.2930833333333
2014-11-23,283.1425208333334
2014-11-24,282.96543749999995
2014-11-25,283.05164583333334
2014-11-26,284.40985416666666
2014-11-27,286.81775
2014-11-28,287.57064583333334
2014-11-29,284.7386041666668
2014-11-30,282.983875
2014-12-01,282.8645
2014-12-02,285.5132291666667
2014-12-03,287.4308958333333
2014-12-04,287.9909375
2014-12-05,283.28616666666665
2014-12-06,286.69795833333336
2014-12-07,285.4713333333333
2014-12-08,286.3869375
2014-12-09,284.4077916666667
2014-12-10,284.1591041666666
2014-12-11,284.87364583333334
2014-12-12,285.09339583333343
2014-12-13,284.0343333333334
2014-12-14,278.8166875
2014-12-15,279.9833750000001
2014-12-16,282.0435208333334
2014-12-17,282.798
2014-12-18,280.401875
2014-12-19,280.22460416666667
2014-12-20,280.5299375
2014-12-21,282.6435208333333
2014-12-22,283.4491458333333
2014-12-23,284.18845833333336
2014-12-24,283.2493958333333
2014-12-25,284.70360416666665
2014-12-26,278.70487499999996
2014-12-27,275.8004375000001
2014-12-28,275.4851458333333
2014-12-29,276.4997916666667
2014-12-30,275.92614583333335
2014-12-31,278.59272916666663
2015-01-01,273.19197916666667
2015-01-02,274.03399999999993
2015-01-03,275.01477083333333
2015-01-04,276.5608541666667
2015-01-05,280.07795833333336
2015-01-06,282.80129166666666
2015-01-07,283.64991666666674
2015-01-08,284.7222916666667
2015-01-09,285.7131041666666
2015-01-10,283.8326458333334
2015-01-11,285.44737499999997
2015-01-12,284.23322916666666
2015-01-13,283.0977083333334
2015-01-14,282.3471458333333
2015-01-15,281.6657083333333
2015-01-16,281.58520833333336
2015-01-17,282.99029166666656
2015-01-18,282.9084375
2015-01-19,283.09499999999997
2015-01-20,283.1562916666666
2015-01-21,281.8928333333334
2015-01-22,281.68879166666665
2015-01-23,281.78854166666673
2015-01-24,282.09910416666656
2015-01-25,284.3274375
2015-01-26,285.848
2015-01-27,285.3696041666666
2015-01-28,284.3416458333333
2015-01-29,287.12431250000003
2015-01-30,287.4924791666666
2015-01-31,283.75256250000007
2015-02-01,284.2967708333333
2015-02-02,284.50849999999997
2015-02-03,284.74716666666666
2015-02-04,284.6857708333334
2015-02-05,284.7643333333333
2015-02-06,286.29379166666666
2015-02-07,284.1768125
2015-02-08,286.75268750000004
2015-02-09,286.53804166666663
2015-02-10,284.60710416666666
2015-02-11,286.19464583333337
2015-02-12,289.2975416666667
2015-02-13,287.66074999999995
2015-02-14,288.4881041666667
2015-02-15,288.2056666666667
2015-02-16,285.7282083333333
2015-02-17,284.2617291666667
2015-02-18,285.02475000000004
2015-02-19,285.00627083333336
2015-02-20,284.02989583333334
2015-02-21,283.2802916666667
2015-02-22,284.43147916666663
2015-02-23,284.3169791666667
2015-02-24,281.1146666666667
2015-02-25,282.6067916666666
2015-02-26,282.19664583333326
2015-02-27,282.2505208333333
2015-02-28,284.71520833333335
2015-03-01,282.80250000000007
2015-03-02,281.1597916666667
2015-03-03,279.72175
2015-03-04,280.7812708333334
2015-03-05,282.6806874999999
2015-03-06,284.33172916666666
2015-03-07,287.28727083333337
2015-03-08,286.5447291666666
2015-03-09,284.1557291666667
2015-03-10,286.28943749999996
2015-03-11,287.56760416666674
2015-03-12,288.6822916666667
2015-03-13,290.95312499999994
2015-03-14,292.94047916666676
2015-03-15,293.45497916666665
2015-03-16,292.834875
2015-03-17,290.9519583333334
2015-03-18,289.3946875
2015-03-19,288.17225
2015-03-20,288.28852083333334
2015-03-21,287.5503541666667
2015-03-22,285.5111458333334
2015-03-23,284.8617083333333
2015-03-24,285.45983333333334
2015-03-25,286.69910416666664
2015-03-26,290.4881250000001
2015-03-27,292.11466666666666
2015-03-28,290.98516666666666
2015-03-29,289.9934583333333
2015-03-30,290.33575
2015-03-31,288.4769791666667
2015-04-01,285.819625
2015-04-02,285.43252083333334
2015-04-03,287.5191458333333
2015-04-04,288.8687083333333
2015-04-05,285.25935416666675
2015-04-06,285.244
2015-04-07,282.8282291666667
2015-04-08,285.3220208333333
2015-04-09,284.99154166666665
2015-04-10,283.9108958333334
2015-04-11,286.1357083333333
2015-04-12,286.1032708333333
2015-04-13,287.6069791666667
2015-04-14,287.2217083333333
2015-04-15,286.835875
2015-04-16,287.34887499999996
2015-04-17,287.8861041666667
2015-04-18,288.514625
2015-04-19,287.69225
2015-04-20,286.04062500000003
2015-04-21,286.6371666666666
2015-04-22,285.238
2015-04-23,285.1535416666667
2015-04-24,286.0421666666666
2015-04-25,286.2468958333333
2015-04-26,286.5806666666667
2015-04-27,288.22520833333334
2015-04-28,290.4067916666666
2015-04-29,292.86534375
2015-04-30,293.97418749999997
2015-05-01,294.2296666666667
2015-05-02,292.37402083333336
2015-05-03,288.42227083333336
2015-05-04,288.76393749999994
2015-05-05,287.21806250000003
2015-05-06,286.08177083333334
2015-05-07,285.82018750000003
2015-05-08,283.1899375
2015-05-09,283.7928541666666
2015-05-10,286.60520833333334
2015-05-11,289.0443541666668
2015-05-12,288.53764583333333
2015-05-13,284.77485416666667
2015-05-14,284.32547916666664
