datetime,Phoenix
2013-04-10,289.4429166666667
2013-04-11,290.19416666666666
2013-04-12,291.42750000000007
2013-04-13,294.46791666666667
2013-04-14,295.20874999999995
2013-04-15,297.0970833333334
2013-04-16,296.17499999999995
2013-04-17,294.84499999999997
2013-04-18,291.61875
2013-04-19,290.5866666666666
2013-04-20,292.02708333333334
2013-04-21,293.6825625000001
2013-04-22,297.30000000000007
2013-04-23,297.93041666666664
2013-04-24,298.70750000000004
2013-04-25,297.61791666666676
2013-04-26,296.95581250000004
2013-04-27,295.4654166666667
2013-04-28,298.79041666666666
2013-04-29,300.46875000000006
2013-04-30,301.3141666666667
2013-05-01,302.7970833333334
2013-05-02,300.4320833333333
2013-05-03,299.8925
2013-05-04,299.0641666666666
2013-05-05,298.4470833333333
2013-05-06,300.01499999999993
2013-05-07,297.4887499999999
2013-05-08,296.52208333333334
2013-05-09,294.61583333333334
2013-05-10,295.9016666666667
2013-05-11,298.0741666666666
2013-05-12,301.13874999999996
2013-05-13,301.44125
2013-05-14,302.7808333333333
2013-05-15,304.64624999999995
2013-05-16,304.11250000000007
2013-05-17,302.75139583333333
2013-05-18,301.5704166666667
2013-05-19,300.3845833333334
2013-05-20,299.8525
2013-05-21,301.7154166666667
2013-05-22,301.02833333333336
2013-05-23,302.0158333333333
2013-05-24,302.59125
2013-05-25,301.84041666666667
2013-05-26,301.3791666666666
2013-05-27,301.12125
2013-05-28,299.98145833333325
2013-05-29,299.8123958333333
2013-05-30,301.7479166666667
2013-05-31,302.9591666666666
2013-06-01,303.5891666666667
2013-06-02,305.5587500000001
2013-06-03,306.74125
2013-06-04,305.96999999999997
2013-06-05,305.0975
2013-06-06,305.12083333333334
2013-06-07,305.6408333333333
2013-06-08,307.77416666666653
2013-06-09,308.0933333333333
2013-06-10,306.69791666666674
2013-06-11,306.50664583333327
2013-06-12,306.7433333333333
2013-06-13,307.38572916666664
2013-06-14,307.95806250000004
2013-06-15,306.46583333333325
2013-06-16,306.9804166666666
2013-06-17,306.6516666666667
2013-06-18,306.4904166666666
2013-06-19,305.80716666666666
2013-06-20,303.8977625
2013-06-21,303.5107708333333
2013-06-22,304.51306041666663
2013-06-23,304.21459375
2013-06-24,304.85968750000006
2013-06-25,304.81708333333336
2013-06-26,304.80458333333337
2013-06-27,305.465625
2013-06-28,306.36499999999995
2013-06-29,308.7333333333333
2013-06-30,311.81462500000004
2013-07-01,310.9432291666665
2013-07-02,308.7058125
2013-07-03,307.7314375
2013-07-04,309.10447916666664
2013-07-05,309.38349999999997
2013-07-06,308.319375
2013-07-07,308.52708333333334
2013-07-08,309.45416666666665
2013-07-09,311.11083333333335
2013-07-10,309.33375000000007
2013-07-11,307.13520833333325
2013-07-12,305.79362499999996
2013-07-13,305.0341666666667
2013-07-14,305.40833333333336
2013-07-15,307.5632083333334
2013-07-16,309.4191666666666
2013-07-17,306.5810416666667
2013-07-18,304.9816666666666
2013-07-19,306.63916666666665
2013-07-20,306.4141666666667
2013-07-21,304.19931249999996
2013-07-22,300.70958333333334
2013-07-23,301.4861527791666
2013-07-24,304.4105
2013-07-25,307.01375
2013-07-26,306.2170833333333
2013-07-27,305.7416666666667
2013-07-28,306.30833333333334
2013-07-29,307.6385833333333
2013-07-30,307.6747916666667
2013-07-31,307.3954583333333
2013-08-01,308.10791666666665
2013-08-02,308.94583333333327
2013-08-03,307.39250000000004
2013-08-04,307.31249999999994
2013-08-05,307.6116666666666
2013-08-06,305.1345833333333
2013-08-07,302.0272708333334
2013-08-08,302.06470833333333
2013-08-09,304.19525000000004
2013-08-10,304.57160416666665
2013-08-11,306.40770833333335
2013-08-12,305.02375
2013-08-13,306.7920833333333
2013-08-14,305.36434375000005
2013-08-15,306.66379166666667
2013-08-16,309.27125
2013-08-17,309.27916666666675
2013-08-18,309.94875
2013-08-19,308.4337500000001
2013-08-20,308.6204166666667
2013-08-21,308.4802083333333
2013-08-22,306.65541666666667
2013-08-23,306.02643749999993
2013-08-24,305.1101666666667
2013-08-25,304.79261110833335
2013-08-26,302.2821041666666
2013-08-27,301.4060416666666
2013-08-28,303.08852083333335
2013-08-29,305.5521354166667
2013-08-30,302.99229166666663
2013-08-31,302.42113541666663
2013-09-01,303.5785416666667
2013-09-02,306.1285
2013-09-03,304.9898708333334
2013-09-04,306.35253124999997
2013-09-05,308.03245138750003
2013-09-06,309.1968
2013-09-07,304.01544791666663
2013-09-08,301.2851604166666
2013-09-09,298.99666666666667
2013-09-10,297.9496805541667
2013-09-11,299.0710416666667
2013-09-12,300.24517638750007
2013-09-13,303.22928125000004
2013-09-14,304.93432639166673
2013-09-15,304.38743055416666
2013-09-16,306.44805902916664
2013-09-17,307.08149999999995
2013-09-18,305.15825694583333
2013-09-19,302.62380555833334
2013-09-20,302.2985833333333
2013-09-21,302.8290520833333
2013-09-22,301.55620416666665
2013-09-23,295.66472916666663
2013-09-24,298.632375
2013-09-25,300.2402708333333
2013-09-26,300.5201944458333
2013-09-27,298.21958333333333
2013-09-28,296.88518750000003
2013-09-29,297.30818055416665
2013-09-30,297.37138541666667
2013-10-01,294.32669166666665
2013-10-02,294.8719541666666
2013-10-03,297.1491076375
2013-10-04,297.42937500000005
2013-10-05,292.5388541666667
2013-10-06,290.12512499999997
2013-10-07,296.72610416666663
2013-10-08,296.4107534708333
2013-10-09,296.89166666666665
2013-10-10,292.2225
2013-10-11,289.86791666666664
2013-10-12,291.73740069583334
2013-10-13,292.9144166666666
2013-10-14,293.8923416666667
2013-10-15,293.22268055416674
2013-10-16,291.94114583333334
2013-10-17,291.8994722208334
2013-10-18,292.71708333333333
2013-10-19,292.2360486125
2013-10-20,291.7780624999999
2013-10-21,291.0980208333334
2013-10-22,294.99215972083334
2013-10-23,294.80918055416663
2013-10-24,294.73876875
2013-10-25,293.49210000000005
2013-10-26,293.9833958333333
2013-10-27,293.60014583333333
2013-10-28,289.8222916666666
2013-10-29,287.4782083333334
2013-10-30,284.0808333333334
2013-10-31,283.36877083333343
2013-11-01,284.54495833333334
2013-11-02,286.35689583333334
2013-11-03,288.22645833333337
2013-11-04,286.3201041666666
2013-11-05,287.76897916666667
2013-11-06,287.57472222083334
2013-11-07,290.85541666666666
2013-11-08,292.07875
2013-11-09,291.7472916666667
2013-11-10,292.0133333333334
2013-11-11,293.56999999999994
2013-11-12,296.41249999999997
2013-11-13,296.9966666666667
2013-11-14,293.21125
2013-11-15,292.0841666666667
2013-11-16,291.77691666666675
2013-11-17,291.2377291666666
2013-11-18,297.1382916666666
2013-11-19,290.09625
2013-11-20,290.31416666666667
2013-11-21,288.73583333333335
2013-11-22,287.34541666666667
2013-11-23,285.16625
2013-11-24,284.60374999999993
2013-11-25,283.57166666666666
2013-11-26,285.1691666666666
2013-11-27,287.85999999999996
2013-11-28,287.2616666666666
2013-11-29,286.90022916666663
2013-11-30,286.93291666666664
2013-12-01,286.80541666666664
2013-12-02,285.8854166666667
2013-12-03,286.45875
2013-12-04,286.94041666666664
2013-12-05,281.4883333333333
2013-12-06,278.7270833333333
2013-12-07,277.878125
2013-12-08,283.5160416666667
2013-12-09,278.8317916666667
2013-12-10,280.35520833333334
2013-12-11,283.22375000000005
2013-12-12,288.70925
2013-12-13,283.97499999999997
2013-12-14,283.5247916666667
2013-12-15,285.9379166666667
2013-12-16,286.5359166666667
2013-12-17,287.1139583333333
2013-12-18,288.46354166666663
2013-12-19,290.7967291666667
2013-12-20,285.55208333333337
2013-12-21,283.32312499999995
2013-12-22,281.99520833333327
2013-12-23,283.1020833333333
2013-12-24,284.95583333333326
2013-12-25,285.92916666666673
2013-12-26,285.981625
2013-12-27,285.0379166666666
2013-12-28,284.60183333333333
2013-12-29,284.20249999999993
2013-12-30,285.3179166666667
2013-12-31,283.23437500000006
2014-01-01,284.37750000000005
2014-01-02,287.2823958333333
2014-01-03,287.36604166666666
2014-01-04,285.5141515083333
2014-01-05,283.74708333333336
2014-01-06,283.9745833333333
2014-01-07,283.9604166666666
2014-01-08,284.6588541666667
2014-01-09,283.4529166666667
2014-01-10,282.8243749999999
2014-01-11,284.0337200208333
2014-01-12,284.74833333333333
2014-01-13,285.493125
2014-01-14,289.679781825
2014-01-15,287.1954137750001
2014-01-16,286.06216666666666
2014-01-17,296.11893191249993
2014-01-18,299.6462407666666
2014-01-19,292.33625
2014-01-20,286.5223541666667
2014-01-21,287.8727083333334
2014-01-22,290.1108333333334
2014-01-23,286.9504166666667
2014-01-24,288.96808924583337
2014-01-25,290.37458333333336
2014-01-26,287.89625000000007
2014-01-27,288.87249999999995
2014-01-28,286.91291666666666
2014-01-29,286.48083333333324
2014-01-30,288.2395833333333
2014-01-31,289.9820833333333
2014-02-01,286.3179166666667
2014-02-02,283.50041666666664
2014-02-03,284.66458333333327
2014-02-04,282.28249999999997
2014-02-05,285.28
2014-02-06,283.43833333333333
2014-02-07,286.665
2014-02-08,286.2775
2014-02-09,287.79833333333335
2014-02-10,288.9633333333333
2014-02-11,290.13291666666663
2014-02-12,289.0016666666666
2014-02-13,289.81333333333333
2014-02-14,291.24708333333336
2014-02-15,291.9783333333333
2014-02-16,292.1804166666667
2014-02-17,292.42791666666665
2014-02-18,292.6116666666667
2014-02-19,292.3462500000001
2014-02-20,291.37708333333336
2014-02-21,288.39208333333335
2014-02-22,288.65875000000005
2014-02-23,290.48791666666665
2014-02-24,291.13333333333344
2014-02-25,291.1970833333333
2014-02-26,290.8554166666666
2014-02-27,291.70166666666665
2014-02-28,291.79333333333335
2014-03-01,291.6429166666667
2014-03-02,286.4725
2014-03-03,288.39500000000004
2014-03-04,290.0065
2014-03-05,290.96268749999996
2014-03-06,292.01458333333335
2014-03-07,290.81125
2014-03-08,292.88374999999996
2014-03-09,292.70833333333337
2014-03-10,291.4841666666666
2014-03-11,291.4725
2014-03-12,291.5654166666667
2014-03-13,293.1408333333333
2014-03-14,293.11916666666673
2014-03-15,291.1233333333333
2014-03-16,294.1020833333333
2014-03-17,291.8341666666667
2014-03-18,294.24541666666664
2014-03-19,290.84875000000005
2014-03-20,291.4441666666667
2014-03-21,292.39
2014-03-22,292.4120833333333
2014-03-23,292.9954166666667
2014-03-24,294.14624999999995
2014-03-25,295.00541666666663
2014-03-26,294.1204166666667
2014-03-27,290.99791666666664
2014-03-28,290.65208333333334
2014-03-29,292.4966666666667
2014-03-30,293.58666666666664
2014-03-31,291.9412500000001
2014-04-01,292.7191666666667
2014-04-02,289.6164583333333
2014-04-03,287.25124999999997
2014-04-04,289.79875
2014-04-05,292.19458333333336
2014-04-06,291.895
2014-04-07,295.42958333333337
2014-04-08,296.45083333333326
2014-04-09,297.66416666666674
2014-04-10,298.81
2014-04-11,299.37708333333336
2014-04-12,298.8345833333334
2014-04-13,295.67291666666665
2014-04-14,296.5391666666667
2014-04-15,296.2020833333333
2014-04-16,295.9825000000001
2014-04-17,298.035
2014-04-18,297.56333333333333
2014-04-19,295.3616666666666
2014-04-20,297.3528402791667
2014-04-21,299.3595833333333
2014-04-22,300.38749999999993
2014-04-23,298.0808333333333
2014-04-24,296.01375
2014-04-25,297.10541666666666
2014-04-26,294.9066666666667
2014-04-27,290.91666666666663
2014-04-28,294.26875
2014-04-29,296.1543365249999
2014-04-30,293.6932708333333
2014-05-01,295.7447916666667
2014-05-02,295.7687291666667
2014-05-03,296.41475
2014-05-04,301.08988349583336
2014-05-05,301.5033333333333
2014-05-06,298.2078089916667
2014-05-07,292.21583333333336
2014-05-08,294.09833333333336
2014-05-09,295.97416666666675
2014-05-10,297.4820416666667
2014-05-11,298.1116666666666
2014-05-12,295.9965416666667
2014-05-13,297.678875
2014-05-14,299.06920833333334
2014-05-15,300.12933333333336
2014-05-16,301.7327916666666
2014-05-17,304.04625
2014-05-18,303.015
2014-05-19,302.73333333333335
2014-05-20,301.42833333333334
2014-05-21,298.3279870666667
2014-05-22,297.4883333333332
2014-05-23,298.425
2014-05-24,298.51
2014-05-25,301.8225
2014-05-26,303.2899999999999
2014-05-27,305.31333333333333
2014-05-28,305.6820833333333
2014-05-29,305.17
2014-05-30,304.96
2014-05-31,305.8966666666667
2014-06-01,305.75333333333333
2014-06-02,305.53041666666667
2014-06-03,306.52970493749996
2014-06-04,305.6360494
2014-06-05,304.9233333333334
2014-06-06,304.4166666666666
2014-06-07,304.57
2014-06-08,305.10625000000005
2014-06-09,305.9815537291666
2014-06-10,305.86331545
2014-06-11,306.2715868083333
2014-06-12,304.4522351208334
2014-06-13,306.577425325
2014-06-14,305.45664525833337
2014-06-15,302.50199673333327
2014-06-16,301.1917814416666
2014-06-17,301.5126384833333
2014-06-18,302.9923410916668
2014-06-19,301.9368449541667
2014-06-20,303.28294364166663
2014-06-21,304.84955225416667
2014-06-22,303.9856270041667
2014-06-23,303.2611434291667
2014-06-24,301.2576668458333
2014-06-25,303.24724707916664
2014-06-26,304.57647638333333
2014-06-27,304.0109255541667
2014-06-28,304.0303574291667
2014-06-29,306.01320080833335
2014-06-30,305.1536649041667
2014-07-01,305.4525834083334
2014-07-02,308.76219564999997
2014-07-03,307.8450397041667
2014-07-04,302.8385141708333
2014-07-05,305.4557319166666
2014-07-06,306.07208333333324
2014-07-07,307.19208333333336
2014-07-08,307.6378085333333
2014-07-09,305.26833333333326
2014-07-10,306.2341666666666
2014-07-11,307.8208435749999
2014-07-12,308.5633333333333
2014-07-13,309.1762499999999
2014-07-14,305.2010834333334
2014-07-15,306.20583333333326
2014-07-16,306.18749999999994
2014-07-17,307.01208333333335
2014-07-18,306.3683333333333
2014-07-19,307.36625
2014-07-20,306.75208333333336
2014-07-21,307.0541666666667
2014-07-22,308.2441666666666
2014-07-23,311.5254166666667
2014-07-24,308.6681488541667
2014-07-25,309.63140682499994
2014-07-26,306.6920833333333
2014-07-27,306.4691316583333
2014-07-28,303.60035746249997
2014-07-29,305.59274999999997
2014-07-30,307.44477385
2014-07-31,309.58571888750004
2014-08-01,305.31734487500006
2014-08-02,301.05692538333335
2014-08-03,301.3056474499999
2014-08-04,302.67085584999995
2014-08-05,304.93
2014-08-06,306.1404166666667
2014-08-07,304.17948244999997
2014-08-08,303.9826802333334
2014-08-09,302.84272916666663
2014-08-10,303.8145416666666
2014-08-11,304.59570833333345
2014-08-12,303.32827083333336
2014-08-13,298.7945625
2014-08-14,300.02704166666666
2014-08-15,301.8656875
2014-08-16,303.39837500000004
2014-08-17,305.29618750000003
2014-08-18,302.93645833333335
2014-08-19,297.57375
2014-08-20,296.598375
2014-08-21,299.23335416666674
2014-08-22,297.50639583333333
2014-08-23,298.5118958333333
2014-08-24,300.6733125
2014-08-25,301.76927083333334
2014-08-26,298.3092083333334
2014-08-27,300.425125
2014-08-28,301.9907291666667
2014-08-29,303.07993749999997
2014-08-30,302.8759166666667
2014-08-31,303.2384166666667
2014-09-01,302.5097291666667
2014-09-02,302.43874999999997
2014-09-03,302.35364583333325
2014-09-04,303.27183333333346
2014-09-05,300.355125
2014-09-06,302.4019166666667
2014-09-07,302.1273958333333
2014-09-08,299.8507916666666
2014-09-09,298.4133125
2014-09-10,297.9097916666667
2014-09-11,299.4616458333333
2014-09-12,300.49850000000004
2014-09-13,301.8081041666666
2014-09-14,303.17310416666663
2014-09-15,302.1272083333334
2014-09-16,300.60810416666675
2014-09-17,297.46352083333335
2014-09-18,297.84718749999996
2014-09-19,299.914
2014-09-20,299.536
2014-09-21,300.87870833333335
2014-09-22,299.9904583333334
2014-09-23,300.18445833333334
2014-09-24,299.47231250000004
2014-09-25,301.5140208333333
2014-09-26,300.8271458333334
2014-09-27,298.39020833333336
2014-09-28,293.2854166666667
2014-09-29,293.0039791666666
2014-09-30,292.26585416666666
2014-10-01,292.80008333333336
2014-10-02,293.5409375000001
2014-10-03,293.69756249999995
2014-10-04,295.34627083333334
2014-10-05,295.01731250000006
2014-10-06,294.54793750000005
2014-10-07,294.66483333333326
2014-10-08,294.26158333333336
2014-10-09,292.72031250000003
2014-10-10,292.79724999999996
2014-10-11,294.5994791666667
2014-10-12,294.52112500000004
2014-10-13,293.43766666666664
2014-10-14,292.6770625000001
2014-10-15,293.6102916666666
2014-10-16,294.1307708333334
2014-10-17,294.2873958333334
2014-10-18,294.12122916666675
2014-10-19,294.20120833333334
2014-10-20,294.21593749999994
2014-10-21,294.00943750000005
2014-10-22,293.42587499999996
2014-10-23,293.26897916666667
2014-10-24,293.6723124999999
2014-10-25,295.12041666666664
2014-10-26,295.17406249999993
2014-10-27,293.79114583333336
2014-10-28,290.9552708333334
2014-10-29,291.0969375
2014-10-30,291.7885624999999
2014-10-31,293.52079166666664
2014-11-01,291.85066666666665
2014-11-02,289.34137499999997
2014-11-03,284.7009166666666
2014-11-04,285.6593333333334
2014-11-05,289.8821458333333
2014-11-06,287.55897916666663
2014-11-07,288.3421458333334
2014-11-08,288.5520833333333
2014-11-09,289.28260416666666
2014-11-10,288.698
2014-11-11,288.1907708333334
2014-11-12,287.841125
2014-11-13,286.84139583333337
2014-11-14,286.86156250000005
2014-11-15,285.74895833333335
2014-11-16,284.69222916666666
2014-11-17,280.9949791666666
2014-11-18,280.72931249999993
2014-11-19,281.40779166666664
2014-11-20,281.4776458333333
2014-11-21,282.630875
2014-11-22,282.2738125
2014-11-23,282.2393958333334
2014-11-24,280.46502083333337
2014-11-25,281.27614583333326
2014-11-26,281.64422916666666
2014-11-27,284.270875
2014-11-28,284.91439583333334
2014-11-29,285.1474583333334
2014-11-30,284.4323125
2014-12-01,284.1342916666667
2014-12-02,284.48354166666667
2014-12-03,288.0918333333334
2014-12-04,288.64250000000004
2014-12-05,284.532
2014-12-06,285.78806249999997
2014-12-07,284.8010208333333
2014-12-08,286.0437083333333
2014-12-09,287.8218541666667
2014-12-10,285.26483333333323
2014-12-11,284.78510416666666
2014-12-12,286.9621458333333
2014-12-13,287.1624583333333
2014-12-14,279.9168125
2014-12-15,278.94522916666665
2014-12-16,281.48518749999994
2014-12-17,281.1177916666667
2014-12-18,280.1878125
2014-12-19,278.8131458333333
2014-12-20,278.76275
2014-12-21,278.9497708333333
2014-12-22,279.7455
2014-12-23,280.37804166666666
2014-12-24,279.50043750000003
2014-12-25,278.6056875000001
2014-12-26,276.47675
2014-12-27,274.41345833333327
2014-12-28,273.89243749999997
2014-12-29,273.81750000000005
2014-12-30,275.2938541666667
2014-12-31,276.71981249999993
2015-01-01,273.05083333333334
2015-01-02,272.309
2015-01-03,272.7501875
2015-01-04,274.74887499999994
2015-01-05,278.4191041666667
2015-01-06,280.6139166666666
2015-01-07,282.59575
2015-01-08,287.88218749999993
2015-01-09,282.8662291666666
2015-01-10,285.10712499999994
2015-01-11,283.00362499999994
2015-01-12,285.9052291666667
2015-01-13,284.3826041666667
2015-01-14,280.85547916666667
2015-01-15,281.0240416666667
2015-01-16,281.5388541666667
2015-01-17,280.9168541666666
2015-01-18,281.9136458333334
2015-01-19,283.47312500000004
2015-01-20,282.8312916666667
2015-01-21,285.70324999999997
2015-01-22,283.4632708333333
2015-01-23,281.0494791666667
2015-01-24,282.87149999999997
2015-01-25,283.37847916666664
2015-01-26,283.82352083333336
2015-01-27,287.0409583333333
2015-01-28,284.8843541666667
2015-01-29,286.93577083333327
2015-01-30,286.5497708333333
2015-01-31,285.4124583333333
2015-02-01,283.48062500000003
2015-02-02,282.9470416666666
2015-02-03,283.83831250000003
2015-02-04,284.69033333333334
2015-02-05,285.81850000000003
2015-02-06,286.5568125
2015-02-07,286.6919166666667
2015-02-08,286.3688333333333
2015-02-09,287.53074999999995
2015-02-10,287.54408333333333
2015-02-11,287.31339583333335
2015-02-12,288.51629166666675
2015-02-13,286.8211666666666
2015-02-14,286.8110208333333
2015-02-15,291.0249375
2015-02-16,287.77091666666666
2015-02-17,286.5419375
2015-02-18,285.0377708333333
2015-02-19,286.1609583333332
2015-02-20,286.6538541666667
2015-02-21,287.26831250000004
2015-02-22,286.8648124999999
2015-02-23,287.9029166666667
2015-02-24,283.8141458333333
2015-02-25,283.1505416666667
2015-02-26,283.98675000000003
2015-02-27,285.0609375000001
2015-02-28,286.8855208333334
2015-03-01,288.26135416666665
2015-03-02,285.84781250000003
2015-03-03,282.79414583333335
2015-03-04,282.37814583333335
2015-03-05,283.2780833333333
2015-03-06,285.0567291666667
2015-03-07,289.8763333333333
2015-03-08,288.1462916666667
2015-03-09,288.25781250000006
2015-03-10,289.62068750000003
2015-03-11,289.23270833333333
2015-03-12,293.0364583333333
2015-03-13,293.94791666666663
2015-03-14,294.1540208333333
2015-03-15,292.2351875
2015-03-16,293.591125
2015-03-17,292.9332083333334
2015-03-18,293.5030208333333
2015-03-19,290.10974999999996
2015-03-20,290.0531041666667
2015-03-21,290.6982708333333
2015-03-22,291.723125
2015-03-23,291.4769375
2015-03-24,290.68066666666664
2015-03-25,290.7668125
2015-03-26,292.1975
2015-03-27,292.48133333333334
2015-03-28,293.2518333333333
2015-03-29,293.71325
2015-03-30,295.367
2015-03-31,294.9831041666667
2015-04-01,294.4987916666667
2015-04-02,292.08772916666663
2015-04-03,290.3660208333334
2015-04-04,290.4999583333334
2015-04-05,291.96143750000005
2015-04-06,290.6492083333333
2015-04-07,288.8814791666667
2015-04-08,287.49702083333335
2015-04-09,286.65091666666666
2015-04-10,288.3192291666666
2015-04-11,290.2565416666667
2015-04-12,290.1438958333333
2015-04-13,292.5444791666667
2015-04-14,293.094625
2015-04-15,292.90254166666665
2015-04-16,289.3092916666667
2015-04-17,287.0954791666667
2015-04-18,290.4094166666667
2015-04-19,292.8485
2015-04-20,293.09479166666665
2015-04-21,292.63091666666674
2015-04-22,292.2932083333333
2015-04-23,291.624375
2015-04-24,290.65675
2015-04-25,290.73856250000006
2015-04-26,289.9087916666666
2015-04-27,289.39187499999997
2015-04-28,292.890125
2015-04-29,295.4163854166666
2015-04-30,296.7648125
2015-05-01,297.66195833333336
2015-05-02,297.44693749999993
2015-05-03,297.85352083333333
2015-05-04,295.1003958333334
2015-05-05,292.9784791666666
2015-05-06,293.9973958333333
2015-05-07,292.9858125
2015-05-08,291.8545208333333
2015-05-09,288.8709791666667
2015-05-10,290.90416666666664
2015-05-11,294.4412291666667
2015-05-12,295.45222916666665
2015-05-13,294.4696458333333
2015-05-14,295.2567291666667
2015-05-15,291.4797291666667
2015-05-16,287.3315208333334
