datetime,Seattle
2014-03-27,280.99708333333336
2014-03-28,281.38416666666666
2014-03-29,281.52375
2014-03-30,280.9441666666666
2014-03-31,280.0858333333333
2014-04-01,282.7329166666667
2014-04-02,282.284375
2014-04-03,282.2929166666667
2014-04-04,281.69000000000005
2014-04-05,281.97208333333333
2014-04-06,282.69
2014-04-07,286.2679166666666
2014-04-08,286.78791666666666
2014-04-09,282.13208333333336
2014-04-10,282.21875000000006
2014-04-11,282.6045833333333
2014-04-12,283.36333333333334
2014-04-13,284.2979166666667
2014-04-14,285.7387499999999
2014-04-15,284.06666666666666
2014-04-16,283.17583333333334
2014-04-17,283.2970833333333
2014-04-18,281.5754166666666
2014-04-19,281.41041666666666
2014-04-20,282.9143680541667
2014-04-21,284.19916666666666
2014-04-22,281.71750000000003
2014-04-23,281.19374999999997
2014-04-24,283.21625000000006
2014-04-25,281.97583333333336
2014-04-26,282.3420833333333
2014-04-27,281.87916666666666
2014-04-28,281.8966666666667
2014-04-29,285.92221327083337
2014-04-30,290.3099375
2014-05-01,292.1166666666667
2014-05-02,292.7029791666667
2014-05-03,286.11370833333336
2014-05-04,283.87432291666664
2014-05-05,284.015
2014-05-06,284.78948176250003
2014-05-07,284.8164166666666
2014-05-08,285.0641666666666
2014-05-09,283.9304166666667
2014-05-10,282.8149583333333
2014-05-11,284.4016666666667
2014-05-12,287.9345
2014-05-13,291.1479166666667
2014-05-14,292.1091666666667
2014-05-15,293.13849999999996
2014-05-16,290.2939583333333
2014-05-17,287.94958333333335
2014-05-18,287.24583333333334
2014-05-19,286.9320833333333
2014-05-20,287.81666666666666
2014-05-21,287.20951540000004
2014-05-22,289.78916666666674
2014-05-23,289.95250000000004
2014-05-24,288.16666666666663
2014-05-25,286.59958333333327
2014-05-26,286.24999999999994
2014-05-27,286.31458333333325
2014-05-28,286.50875
2014-05-29,286.33124999999995
2014-05-30,286.1520833333334
2014-05-31,288.4925
2014-06-01,288.4366666666667
2014-06-02,289.2979166666666
2014-06-03,288.2241138333332
2014-06-04,287.6236337666666
2014-06-05,287.52416666666664
2014-06-06,289.1133333333333
2014-06-07,289.7945833333333
2014-06-08,289.46750000000003
2014-06-09,289.53877128333335
2014-06-10,287.9642161833333
2014-06-11,289.06317846666667
2014-06-12,289.70631087916667
2014-06-13,286.6141357958333
2014-06-14,286.155870275
2014-06-15,286.12358620000003
2014-06-16,284.88844725
2014-06-17,286.55953117916664
2014-06-18,287.2235181916667
2014-06-19,288.0858135875
2014-06-20,288.5840895833333
2014-06-21,287.87386380000004
2014-06-22,288.47119189166665
2014-06-23,291.10129411249994
2014-06-24,290.9160734583333
2014-06-25,291.45249745
2014-06-26,291.8302758583333
2014-06-27,289.3888146333333
2014-06-28,289.4136409083333
2014-06-29,289.19954069166664
2014-06-30,289.33052169166666
2014-07-01,294.47444700416656
2014-07-02,295.4394895291667
2014-07-03,291.0163520958334
2014-07-04,290.26213633750007
2014-07-05,290.60544902500004
2014-07-06,293.31708333333336
2014-07-07,293.93874999999997
2014-07-08,294.4619301583333
2014-07-09,293.45875
2014-07-10,293.18833333333333
2014-07-11,294.89404576249996
2014-07-12,296.64833333333326
2014-07-13,296.0375
2014-07-14,294.46660091666666
2014-07-15,294.29750000000007
2014-07-16,295.18916666666667
2014-07-17,292.85875
2014-07-18,291.06
2014-07-19,292.4129166666666
2014-07-20,289.44541666666674
2014-07-21,288.9783333333333
2014-07-22,289.3374999999999
2014-07-23,289.6175
2014-07-24,287.94448969583334
2014-07-25,288.9862425125
2014-07-26,290.3808333333333
2014-07-27,291.6263604375
2014-07-28,293.49806221250003
2014-07-29,294.3750416666666
2014-07-30,293.83815814583335
2014-07-31,293.5605811625
2014-08-01,293.7873661416666
2014-08-02,294.1407524083333
2014-08-03,294.70543204583333
2014-08-04,296.0528667166666
2014-08-05,292.5741666666667
2014-08-06,292.46000000000004
2014-08-07,292.5999432041666
2014-08-08,291.73166198333337
2014-08-09,291.43960416666664
2014-08-10,293.051
2014-08-11,296.6488333333334
2014-08-12,296.46993749999996
2014-08-13,293.0174791666667
2014-08-14,291.3124583333333
2014-08-15,292.40735416666666
2014-08-16,292.38795833333336
2014-08-17,293.07535416666667
2014-08-18,293.87499999999994
2014-08-19,294.855
2014-08-20,291.85358333333335
2014-08-21,289.6823125
2014-08-22,289.82097916666675
2014-08-23,290.7587708333333
2014-08-24,291.7181041666667
2014-08-25,292.10572916666666
2014-08-26,293.11545833333327
2014-08-27,294.6397083333334
2014-08-28,293.20947916666665
2014-08-29,291.07160416666665
2014-08-30,289.83945833333337
2014-08-31,289.0769583333333
2014-09-01,289.17743749999994
2014-09-02,290.27208333333334
2014-09-03,288.13593750000007
2014-09-04,287.67068750000004
2014-09-05,291.1571875
2014-09-06,292.59670833333325
2014-09-07,292.5273958333333
2014-09-08,291.18412500000005
2014-09-09,289.7018541666667
2014-09-10,288.8691666666667
2014-09-11,289.3522708333333
2014-09-12,289.7651666666667
2014-09-13,291.5789375
2014-09-14,290.98143749999997
2014-09-15,291.6855416666667
2014-09-16,292.5018541666667
2014-09-17,290.79372916666676
2014-09-18,290.8326041666666
2014-09-19,291.3504583333333
2014-09-20,290.864125
2014-09-21,291.7370416666666
2014-09-22,292.250875
2014-09-23,289.83133333333336
2014-09-24,289.15668750000003
2014-09-25,288.0025625
2014-09-26,287.1583958333333
2014-09-27,286.99645833333335
2014-09-28,287.1541666666667
2014-09-29,286.85085416666664
2014-09-30,286.1450208333333
2014-10-01,285.873
2014-10-02,284.6273958333333
2014-10-03,285.43310416666674
2014-10-04,287.3400208333333
2014-10-05,287.4964791666667
2014-10-06,288.8593958333334
2014-10-07,289.887875
2014-10-08,288.6553333333333
2014-10-09,287.10156250000006
2014-10-10,286.240875
2014-10-11,287.9390625
2014-10-12,285.5054999999999
2014-10-13,286.4855833333334
2014-10-14,286.2968541666666
2014-10-15,284.8416041666667
2014-10-16,285.31104166666665
2014-10-17,286.28531250000003
2014-10-18,288.2795625
2014-10-19,288.3496458333333
2014-10-20,287.99614583333323
2014-10-21,286.12870833333335
2014-10-22,286.7935833333333
2014-10-23,284.6861666666667
2014-10-24,283.4139791666667
2014-10-25,284.06416666666667
2014-10-26,284.04541666666665
2014-10-27,281.4854166666667
2014-10-28,283.9985
2014-10-29,286.0026666666667
2014-10-30,284.362
2014-10-31,284.4556875
2014-11-01,280.724625
2014-11-02,280.8418958333333
2014-11-03,284.2946666666667
2014-11-04,285.3405833333333
2014-11-05,283.7477708333334
2014-11-06,285.7298125000001
2014-11-07,283.88224999999994
2014-11-08,280.8796875
2014-11-09,281.72270833333334
2014-11-10,279.6901875000001
2014-11-11,278.0074375000001
2014-11-12,275.6187291666666
2014-11-13,274.522125
2014-11-14,272.7922916666667
2014-11-15,273.65364583333337
2014-11-16,273.0641041666667
2014-11-17,273.55800000000005
2014-11-18,273.5642083333333
2014-11-19,276.4150833333333
2014-11-20,279.41306249999997
2014-11-21,281.5006666666668
2014-11-22,281.4102708333333
2014-11-23,281.35762500000004
2014-11-24,279.7540833333334
2014-11-25,283.9245833333334
2014-11-26,285.9103750000001
2014-11-27,285.6891041666666
2014-11-28,284.41960416666666
2014-11-29,276.52922916666665
2014-11-30,270.4427291666667
2014-12-01,270.3785625
2014-12-02,271.3564583333333
2014-12-03,273.2543333333333
2014-12-04,275.3591666666667
2014-12-05,277.3403333333334
2014-12-06,279.3234791666667
2014-12-07,279.9484166666667
2014-12-08,279.4358958333333
2014-12-09,285.0833125
2014-12-10,285.80597916666665
2014-12-11,283.17260416666664
2014-12-12,282.92839583333335
2014-12-13,279.8374791666666
2014-12-14,277.06577083333326
2014-12-15,276.7995208333333
2014-12-16,278.783625
2014-12-17,277.1605
2014-12-18,278.8617708333333
2014-12-19,281.33293749999996
2014-12-20,280.90233333333333
2014-12-21,283.9216458333333
2014-12-22,281.461125
2014-12-23,279.70564583333334
2014-12-24,279.69262499999996
2014-12-25,276.997875
2014-12-26,275.5106041666667
2014-12-27,276.26658333333336
2014-12-28,278.04920833333335
2014-12-29,275.5758333333334
2014-12-30,272.79020833333334
2014-12-31,270.28856250000007
2015-01-01,271.03260416666666
2015-01-02,272.2011875
2015-01-03,275.9022708333333
2015-01-04,275.9301249999999
