datetime,Albuquerque
2013-04-11,277.6195833333333
2013-04-12,278.56708333333324
2013-04-13,285.43249999999995
2013-04-14,286.9583333333333
2013-04-15,289.6741666666666
2013-04-16,289.7170833333333
2013-04-17,289.69306250000005
2013-04-18,286.8391666666667
2013-04-19,276.7297916666666
2013-04-20,278.02708333333334
2013-04-21,284.8933958333333
2013-04-22,285.79625000000004
2013-04-23,289.61375000000004
2013-04-24,289.10416666666663
2013-04-25,281.0420833333333
2013-04-26,287.51041666666663
2013-04-27,288.5879166666667
2013-04-28,288.78041666666667
2013-04-29,289.6804166666667
2013-04-30,290.7008333333333
2013-05-01,292.526875
2013-05-02,292.6941666666666
2013-05-03,281.1354166666667
2013-05-04,278.6983333333333
2013-05-05,284.6183333333334
2013-05-06,284.785
2013-05-07,285.12041666666664
2013-05-08,286.63875
2013-05-09,286.80208333333326
2013-05-10,287.1466666666667
2013-05-11,287.7691666666667
2013-05-12,286.80041666666665
2013-05-13,288.21250000000003
2013-05-14,289.97333333333336
2013-05-15,292.37708333333336
2013-05-16,294.47708333333327
2013-05-17,293.96222916666665
2013-05-18,293.1379166666667
2013-05-19,292.9375
2013-05-20,290.2066666666667
2013-05-21,288.2
2013-05-22,288.9225
2013-05-23,293.5529166666666
2013-05-24,296.50333333333333
2013-05-25,296.3
2013-05-26,296.37916666666666
2013-05-27,296.57124999999996
2013-05-28,294.45458333333335
2013-05-29,294.36666666666673
2013-05-30,293.7454166666667
2013-05-31,294.02000000000004
2013-06-01,296.84791666666666
2013-06-02,294.40083333333337
2013-06-03,296.15708333333333
2013-06-04,296.26874999999995
2013-06-05,298.3954166666667
2013-06-06,298.66708333333327
2013-06-07,294.55500000000006
2013-06-08,296.20333333333343
2013-06-09,297.19374999999997
2013-06-10,299.8966666666667
2013-06-11,301.3731041666667
2013-06-12,302.50083333333333
2013-06-13,300.85229166666664
2013-06-14,299.85993749999994
2013-06-15,295.4070833333334
2013-06-16,294.2104166666667
2013-06-17,296.52
2013-06-18,294.90333333333336
2013-06-19,294.6044583333333
2013-06-20,297.5716458333334
2013-06-21,297.65384375
2013-06-22,296.9444770833334
2013-06-23,295.9873194458334
2013-06-24,295.6621875
2013-06-25,296.96166666666664
2013-06-26,295.41041666666666
2013-06-27,297.9280416666666
2013-06-28,301.4611458333333
2013-06-29,301.85333333333335
2013-06-30,297.2856249999999
2013-07-01,297.475
2013-07-02,294.6446250000001
2013-07-03,293.9788125
2013-07-04,292.2814583333334
2013-07-05,294.70345833333334
2013-07-06,295.6047916666666
2013-07-07,295.3883333333334
2013-07-08,295.30833333333334
2013-07-09,296.4908333333334
2013-07-10,295.63958333333335
2013-07-11,295.2139583333334
2013-07-12,295.5442499999999
2013-07-13,296.76958333333334
2013-07-14,296.12333333333333
2013-07-15,295.9997916666667
2013-07-16,290.1627083333333
2013-07-17,289.859375
2013-07-18,289.32937499999997
2013-07-19,291.5408333333333
2013-07-20,293.27791666666667
2013-07-21,292.9463958333333
2013-07-22,293.87250000000006
2013-07-23,295.70580555416655
2013-07-24,298.2032708333333
2013-07-25,295.58583333333326
2013-07-26,291.3355416666667
2013-07-27,293.58500000000004
2013-07-28,291.4554166666667
2013-07-29,293.845
2013-07-30,293.87525
2013-07-31,295.9529166666667
2013-08-01,296.8074166666667
2013-08-02,294.7349583333334
2013-08-03,293.1703958333333
2013-08-04,294.10249999999996
2013-08-05,295.99229166666674
2013-08-06,294.63041666666663
2013-08-07,295.33774999999997
2013-08-08,292.62241666666665
2013-08-09,292.83654166666673
2013-08-10,292.6236666666666
2013-08-11,292.47937500000006
2013-08-12,290.4579166666668
2013-08-13,291.7716666666667
2013-08-14,292.81663541666666
2013-08-15,294.36069444583325
2013-08-16,295.1919375
2013-08-17,295.9576875000001
2013-08-18,297.29454166666665
2013-08-19,297.1316666666667
2013-08-20,296.54
2013-08-21,293.30833333333334
2013-08-22,294.36541666666665
2013-08-23,295.1302083333333
2013-08-24,294.07537499999995
2013-08-25,293.1386388916667
2013-08-26,292.14145833333333
2013-08-27,293.83031249999993
2013-08-28,294.6918958333334
2013-08-29,294.9348020833333
2013-08-30,294.4791041666667
2013-08-31,294.44759374999995
2013-09-01,295.3264583333333
2013-09-02,294.62981250000007
2013-09-03,295.7299958333333
2013-09-04,295.60430208333327
2013-09-05,294.82036805416664
2013-09-06,294.7006569458334
2013-09-07,295.0347208333333
2013-09-08,294.9588687499999
2013-09-09,295.67020833333333
2013-09-10,292.5391388875
2013-09-11,289.50926389166665
2013-09-12,289.6525652791667
2013-09-13,289.3868263875
2013-09-14,289.30165972083324
2013-09-15,288.9331770833333
2013-09-16,289.61304166666656
2013-09-17,291.17588333333333
2013-09-18,293.11936805833335
2013-09-19,291.48205555833334
2013-09-20,290.70003472083334
2013-09-21,290.00625
2013-09-22,290.62748124999996
2013-09-23,287.1189840250001
2013-09-24,289.09275694166666
2013-09-25,290.58904861250005
2013-09-26,293.3554027791667
2013-09-27,291.1262499999999
2013-09-28,283.87933333333336
2013-09-29,282.70641666666666
2013-09-30,286.57448958333333
2013-10-01,287.38065
2013-10-02,286.4657875000001
2013-10-03,286.73921180416664
2013-10-04,285.8908333333333
2013-10-05,279.21881250000007
2013-10-06,280.66325
2013-10-07,283.88261458333335
2013-10-08,286.6138708333333
2013-10-09,286.74972916666667
2013-10-10,286.6724583333333
2013-10-11,279.8028541666668
2013-10-12,283.2102756958333
2013-10-13,286.0876840291666
2013-10-14,288.61327916666664
2013-10-15,283.1867777791667
2013-10-16,282.8497013875
2013-10-17,281.85654166666666
2013-10-18,282.7635416666666
2013-10-19,280.4488055583333
2013-10-20,281.586847225
2013-10-21,284.42958333333337
2013-10-22,286.30472916666673
2013-10-23,281.1349875
2013-10-24,283.55994791666666
2013-10-25,286.06993333333327
2013-10-26,285.1321791666667
2013-10-27,281.27653125
2013-10-28,281.7327083333333
2013-10-29,284.6125833333333
2013-10-30,283.63708333333335
2013-10-31,278.8765833333333
2013-11-01,277.57725
2013-11-02,276.75897916666673
2013-11-03,279.21760416666666
2013-11-04,280.2190625
2013-11-05,280.9460625
2013-11-06,273.4009548625
2013-11-07,277.24062499999997
2013-11-08,279.11500000000007
2013-11-09,281.0941666666667
2013-11-10,281.36458333333326
2013-11-11,281.6220833333333
2013-11-12,277.56333333333333
2013-11-13,276.7654166666666
2013-11-14,279.8413541666667
2013-11-15,278.25568749999996
2013-11-16,281.65327083333335
2013-11-17,282.62547916666665
2013-11-18,279.86787499999997
2013-11-19,277.425
2013-11-20,281.61074999999994
2013-11-21,283.7817708333334
2013-11-22,284.08106250000003
2013-11-23,288.4746875000001
2013-11-24,273.1800208333333
2013-11-25,274.4519583333334
2013-11-26,271.2629166666667
2013-11-27,271.75375
2013-11-28,273.409375
2013-11-29,273.6874166666667
2013-11-30,276.1287500000001
2013-12-01,276.43791666666664
2013-12-02,275.3270833333333
2013-12-03,279.42833333333334
2013-12-04,280.67333333333335
2013-12-05,270.68749999999994
2013-12-06,265.5829166666667
2013-12-07,266.49999999999994
2013-12-08,269.7483333333333
2013-12-09,267.62916666666666
2013-12-10,264.8358333333334
2013-12-11,269.6177083333334
2013-12-12,276.6339791666667
2013-12-13,279.2920833333333
2013-12-14,282.14091666666667
2013-12-15,278.6917708333333
2013-12-16,277.60235416666666
2013-12-17,277.44895833333334
2013-12-18,276.5729166666667
2013-12-19,281.1294375
2013-12-20,277.23895833333336
2013-12-21,276.4320833333333
2013-12-22,274.2495833333333
2013-12-23,273.79854166666667
2013-12-24,275.07374999999996
2013-12-25,275.55104166666666
2013-12-26,273.041625
2013-12-27,275.68833333333333
2013-12-28,274.5014583333333
2013-12-29,277.09
2013-12-30,274.93458333333336
2013-12-31,274.85358333333335
2014-01-01,276.8725
2014-01-02,276.44477083333334
2014-01-03,275.2747916666668
2014-01-04,277.60541331250005
2014-01-05,272.03229166666665
2014-01-06,270.29624999999993
2014-01-07,272.1725
2014-01-08,273.3776874999999
2014-01-09,273.8259791666667
2014-01-10,277.7093541666667
2014-01-11,279.9088391416667
2014-01-12,279.3380416666667
2014-01-13,275.26479166666667
2014-01-14,278.158493225
2014-01-15,278.95519930833336
2014-01-16,278.2285416666667
2014-01-17,285.47857576250004
2014-01-18,289.2733721208334
2014-01-19,282.1358333333334
2014-01-20,278.6869375
2014-01-21,278.3374999999999
2014-01-22,275.77062499999994
2014-01-23,273.8641666666667
2014-01-24,269.0378817208333
2014-01-25,274.80458333333337
2014-01-26,279.31604166666665
2014-01-27,277.79
2014-01-28,275.23749999999995
2014-01-29,276.92541666666665
2014-01-30,280.175
2014-01-31,284.37125
2014-02-01,278.825
2014-02-02,275.31208333333336
2014-02-03,276.1941666666667
2014-02-04,274.0745833333333
2014-02-05,272.03
2014-02-06,267.7608333333333
2014-02-07,272.98333333333335
2014-02-08,276.30833333333334
2014-02-09,280.095
2014-02-10,282.85291666666666
2014-02-11,279.80333333333334
2014-02-12,279.13
2014-02-13,282.81375
2014-02-14,285.7583333333334
2014-02-15,285.4308333333334
2014-02-16,285.21791666666667
2014-02-17,283.6879166666667
2014-02-18,282.83375
2014-02-19,284.44916666666666
2014-02-20,280.07249999999993
2014-02-21,276.1645833333333
2014-02-22,279.1066666666666
2014-02-23,280.79
2014-02-24,280.48083333333335
2014-02-25,281.24125
2014-02-26,279.3679166666667
2014-02-27,282.46958333333333
2014-02-28,282.40500000000003
2014-03-01,281.83375
2014-03-02,280.2245833333333
2014-03-03,279.02708333333334
2014-03-04,279.3706770833333
2014-03-05,280.95581250000004
2014-03-06,280.7645833333333
2014-03-07,282.9891666666667
2014-03-08,279.64375000000007
2014-03-09,277.9395833333333
2014-03-10,281.0379166666666
2014-03-11,282.89750000000004
2014-03-12,276.0158333333334
2014-03-13,278.11958333333337
2014-03-14,280.08375
2014-03-15,277.47499999999997
2014-03-16,278.61708333333337
2014-03-17,283.74000000000007
2014-03-18,282.80750000000006
2014-03-19,278.14125
2014-03-20,280.9658333333333
2014-03-21,286.49208333333337
2014-03-22,284.59
2014-03-23,283.7858333333333
2014-03-24,284.39708333333334
2014-03-25,283.81958333333336
2014-03-26,285.6095833333333
2014-03-27,284.51666666666665
2014-03-28,284.08583333333337
2014-03-29,283.86541666666676
2014-03-30,286.86083333333335
2014-03-31,284.81666666666666
2014-04-01,285.7808333333333
2014-04-02,287.44550000000004
2014-04-03,281.3379166666667
2014-04-04,279.75999999999993
2014-04-05,284.27500000000003
2014-04-06,281.49583333333334
2014-04-07,282.6791666666666
2014-04-08,285.6275
2014-04-09,288.83374999999995
2014-04-10,290.7270833333333
2014-04-11,290.3233333333333
2014-04-12,289.88541666666663
2014-04-13,289.2525
2014-04-14,280.4933333333334
2014-04-15,281.9525
2014-04-16,286.51333333333326
2014-04-17,286.52666666666664
2014-04-18,288.35583333333335
2014-04-19,288.14833333333337
2014-04-20,286.43082638749996
2014-04-21,291.0925
2014-04-22,292.945
2014-04-23,292.5733333333333
2014-04-24,286.5441666666666
2014-04-25,288.01958333333334
2014-04-26,291.3641666666667
2014-04-27,281.1166666666667
2014-04-28,282.8954166666667
2014-04-29,281.31937500000004
2014-04-30,280.2380625
2014-05-01,281.6197916666667
2014-05-02,282.47172916666665
2014-05-03,286.0116249999999
2014-05-04,292.28921875
2014-05-05,294.0249999999999
2014-05-06,292.60684143750007
2014-05-07,291.3287083333334
2014-05-08,284.4216666666667
2014-05-09,285.4558333333334
2014-05-10,290.745375
2014-05-11,293.27166666666665
2014-05-12,284.1036666666666
2014-05-13,280.3428333333333
2014-05-14,281.94308333333333
2014-05-15,285.55291666666665
2014-05-16,291.9154166666667
2014-05-17,295.32916666666665
2014-05-18,295.065
2014-05-19,295.99291666666664
2014-05-20,294.9058333333333
2014-05-21,294.5153621291667
2014-05-22,293.765
2014-05-23,290.5841666666667
2014-05-24,286.91416666666674
2014-05-25,286.2658333333333
2014-05-26,285.5316666666668
2014-05-27,292.9170833333333
2014-05-28,297.57166666666666
2014-05-29,297.6025000000001
2014-05-30,295.90625
2014-05-31,297.68
2014-06-01,299.6758333333333
2014-06-02,298.16708333333327
2014-06-03,299.18095332916664
2014-06-04,300.45151677916675
2014-06-05,299.06541666666664
2014-06-06,300.10708333333326
2014-06-07,298.06666666666666
2014-06-08,296.35833333333335
2014-06-09,295.3380293999999
2014-06-10,295.4978377
2014-06-11,298.0231563541667
2014-06-12,297.518524775
2014-06-13,296.611377575
2014-06-14,297.1203697166667
2014-06-15,295.4231966375
2014-06-16,297.0676771875
2014-06-17,296.54549304999995
2014-06-18,294.5296192916667
2014-06-19,295.43536451250003
2014-06-20,297.58396784166666
2014-06-21,299.02240455833333
2014-06-22,298.48735171249996
2014-06-23,297.7130875541666
2014-06-24,298.78326956666666
2014-06-25,297.89818143749994
2014-06-26,298.65088035416665
2014-06-27,298.98779065
2014-06-28,298.0981690333334
2014-06-29,299.224757575
2014-06-30,299.76186405416667
2014-07-01,298.50084706666667
2014-07-02,296.7798680875
2014-07-03,296.4353936083333
2014-07-04,294.64295545
2014-07-05,297.5700317375001
2014-07-06,296.79125
2014-07-07,297.8079166666666
2014-07-08,300.06710250416666
2014-07-09,296.5445833333333
2014-07-10,297.83958333333334
2014-07-11,298.1178177458334
2014-07-12,296.6770833333333
2014-07-13,298.48458333333326
2014-07-14,296.6387214875
2014-07-15,294.10833333333335
2014-07-16,295.80458333333326
2014-07-17,294.91416666666663
2014-07-18,297.8420833333333
2014-07-19,300.12791666666664
2014-07-20,299.93999999999994
2014-07-21,300.55625000000003
2014-07-22,301.93208333333337
2014-07-23,298.5133333333333
2014-07-24,297.7736795083333
2014-07-25,300.8210903625
2014-07-26,302.32333333333327
2014-07-27,301.46603787916666
2014-07-28,296.41090053749997
2014-07-29,295.8260833333333
2014-07-30,295.01968607083336
2014-07-31,296.1318302666666
2014-08-01,293.658596025
2014-08-02,292.0001751
2014-08-03,292.8920015083333
2014-08-04,295.4423212083333
2014-08-05,294.1162499999999
2014-08-06,296.92208333333326
2014-08-07,295.88124827916675
2014-08-08,291.56968364166664
2014-08-09,294.5198125
2014-08-10,294.16141666666664
2014-08-11,295.03737500000005
2014-08-12,294.54389583333335
2014-08-13,296.05706250000003
2014-08-14,295.69474999999994
2014-08-15,295.8958958333333
2014-08-16,295.85162499999996
2014-08-17,294.45452083333333
2014-08-18,296.2489583333333
2014-08-19,295.8029166666667
2014-08-20,295.9546249999999
2014-08-21,295.45939583333336
2014-08-22,294.2480625
2014-08-23,291.62231249999996
2014-08-24,293.46914583333336
2014-08-25,293.78385416666674
2014-08-26,295.06441666666666
2014-08-27,291.175125
2014-08-28,291.33135416666664
2014-08-29,292.7455625
2014-08-30,293.34883333333335
2014-08-31,296.39050000000003
2014-09-01,296.03993749999995
2014-09-02,295.59510416666666
2014-09-03,294.9849166666666
2014-09-04,297.26860416666665
2014-09-05,291.6551041666667
2014-09-06,291.304
2014-09-07,291.3065625
2014-09-08,293.7049583333333
2014-09-09,292.5039375
2014-09-10,293.3868749999999
2014-09-11,291.5533125
2014-09-12,291.3985
2014-09-13,288.1456041666666
2014-09-14,291.09510416666666
2014-09-15,291.6147083333333
2014-09-16,291.64039583333334
2014-09-17,291.2572708333333
2014-09-18,290.7732291666667
2014-09-19,290.36608333333334
2014-09-20,292.29537500000004
2014-09-21,291.707875
2014-09-22,290.6165
2014-09-23,291.20216666666664
2014-09-24,289.8566875000001
2014-09-25,291.2088125
2014-09-26,291.9333958333334
2014-09-27,291.8818749999999
2014-09-28,291.771875
2014-09-29,287.8768958333333
2014-09-30,286.32627083333335
2014-10-01,286.248
2014-10-02,286.34302083333336
2014-10-03,283.72268749999995
2014-10-04,285.06814583333335
2014-10-05,285.4558541666667
2014-10-06,286.4062708333333
2014-10-07,286.24620833333336
2014-10-08,288.162625
2014-10-09,287.93177083333325
2014-10-10,285.50129166666665
2014-10-11,283.9578125
2014-10-12,284.0555
2014-10-13,283.2282916666666
2014-10-14,280.92758333333336
2014-10-15,282.0410833333333
2014-10-16,284.6620833333333
2014-10-17,285.9207291666667
2014-10-18,285.70768749999996
2014-10-19,285.6314166666666
2014-10-20,285.00291666666664
2014-10-21,286.1505833333333
2014-10-22,285.0201458333333
2014-10-23,285.0106458333333
2014-10-24,284.7249166666666
2014-10-25,285.57758333333334
2014-10-26,286.6308333333333
2014-10-27,287.59895833333337
2014-10-28,282.936
2014-10-29,282.601625
2014-10-30,281.5708541666667
2014-10-31,280.64370833333334
2014-11-01,283.43972916666667
2014-11-02,285.0090833333333
2014-11-03,281.79883333333333
2014-11-04,276.74370833333336
2014-11-05,275.744125
2014-11-06,277.11939583333333
2014-11-07,277.60829166666673
2014-11-08,278.7270833333334
2014-11-09,278.11125
2014-11-10,280.5625833333333
2014-11-11,283.36577083333333
2014-11-12,276.7135208333333
2014-11-13,273.1169166666666
2014-11-14,274.2053125
2014-11-15,279.7338541666667
2014-11-16,277.5938958333333
2014-11-17,269.245
2014-11-18,268.68816666666663
2014-11-19,269.8791458333334
2014-11-20,271.51931249999996
2014-11-21,272.1923333333333
2014-11-22,272.9300625
2014-11-23,276.05345833333325
2014-11-24,272.14158333333336
2014-11-25,271.1808333333334
2014-11-26,275.7567291666667
2014-11-27,275.21827083333335
2014-11-28,275.3258541666667
2014-11-29,275.2740208333333
2014-11-30,277.2578333333334
2014-12-01,275.22856249999995
2014-12-02,274.50593749999996
2014-12-03,275.8465208333334
2014-12-04,277.57166666666666
2014-12-05,276.4908541666667
2014-12-06,277.1156666666667
2014-12-07,278.8015416666667
2014-12-08,275.4780833333334
2014-12-09,276.45206250000007
2014-12-10,276.1273333333333
2014-12-11,276.0830208333333
2014-12-12,276.17058333333335
2014-12-13,276.98175000000003
2014-12-14,276.0230625
2014-12-15,271.9848125
2014-12-16,272.6028958333333
2014-12-17,272.8464375
2014-12-18,272.0732291666667
2014-12-19,271.2485625
2014-12-20,270.07160416666665
2014-12-21,271.69820833333335
2014-12-22,278.0428958333334
2014-12-23,275.1421041666667
2014-12-24,269.5040833333333
2014-12-25,271.176
2014-12-26,272.60122916666666
2014-12-27,266.9447083333333
2014-12-28,265.97316666666666
2014-12-29,268.01437500000003
2014-12-30,267.0542708333333
2014-12-31,263.51929166666656
2015-01-01,264.0023958333333
2015-01-02,265.3845208333334
2015-01-03,266.27102083333324
2015-01-04,267.911375
2015-01-05,267.4862916666667
2015-01-06,270.366
2015-01-07,271.53325
2015-01-08,268.2103125
2015-01-09,269.7131041666666
2015-01-10,269.8576458333333
2015-01-11,272.07133333333337
2015-01-12,273.0406458333333
2015-01-13,273.28000000000003
2015-01-14,273.2231875
2015-01-15,270.5006041666666
2015-01-16,269.13624999999996
2015-01-17,270.80852083333326
2015-01-18,270.42875000000004
2015-01-19,272.1783333333333
2015-01-20,274.15524999999997
2015-01-21,273.86314583333336
2015-01-22,271.3533749999999
2015-01-23,266.37656250000003
2015-01-24,267.162125
2015-01-25,268.80139583333334
2015-01-26,270.69279166666666
2015-01-27,272.7113958333333
2015-01-28,275.5546666666667
2015-01-29,275.79254166666675
2015-01-30,275.14925
2015-01-31,273.22079166666657
2015-02-01,269.0676041666667
2015-02-02,269.44912500000004
2015-02-03,271.8200833333333
2015-02-04,275.00752083333333
2015-02-05,276.20912500000003
2015-02-06,275.7380625
2015-02-07,277.6294166666667
2015-02-08,279.94904166666663
2015-02-09,279.646375
2015-02-10,280.3550208333334
2015-02-11,277.79047916666667
2015-02-12,274.4204583333334
2015-02-13,275.67325000000005
2015-02-14,277.6302916666666
2015-02-15,278.864
2015-02-16,279.55997916666666
2015-02-17,274.67475
2015-02-18,274.859125
2015-02-19,277.6734583333334
2015-02-20,279.9511875
2015-02-21,282.30783333333324
2015-02-22,279.89762499999995
2015-02-23,270.35812500000003
2015-02-24,269.72977083333336
2015-02-25,268.71043749999995
2015-02-26,271.55706250000003
2015-02-27,270.75781249999994
2015-02-28,271.5704166666667
2015-03-01,271.54312500000003
2015-03-02,273.2660416666667
2015-03-03,277.3759166666666
2015-03-04,274.09116666666665
2015-03-05,271.39631249999996
2015-03-06,273.22599999999994
2015-03-07,275.2320624999999
2015-03-08,278.2416041666666
2015-03-09,278.73802083333334
2015-03-10,279.8894375
2015-03-11,280.02541666666673
2015-03-12,281.4057291666667
2015-03-13,283.1723958333334
2015-03-14,283.1519375
2015-03-15,280.9976875
2015-03-16,281.384875
2015-03-17,283.41537500000004
2015-03-18,283.2191666666666
2015-03-19,282.7779791666667
2015-03-20,281.0353958333333
2015-03-21,280.1982708333333
2015-03-22,282.16114583333336
2015-03-23,283.5899583333333
2015-03-24,284.22650000000004
2015-03-25,283.54066666666665
2015-03-26,280.4313333333333
2015-03-27,282.1120624999999
2015-03-28,285.6851666666666
2015-03-29,287.09137499999997
2015-03-30,289.6544999999999
2015-03-31,287.9049791666667
2015-04-01,287.40191666666664
2015-04-02,287.1741875000001
2015-04-03,284.75768750000003
2015-04-04,282.0770416666667
2015-04-05,287.897375
2015-04-06,285.8933541666667
2015-04-07,285.25218750000005
2015-04-08,285.64910416666663
2015-04-09,284.07897916666667
2015-04-10,283.25145833333335
2015-04-11,285.343
2015-04-12,287.5178541666666
2015-04-13,288.0653125
2015-04-14,283.1487916666666
2015-04-15,288.4869166666667
2015-04-16,283.8999166666667
2015-04-17,277.6736041666666
2015-04-18,280.8865
2015-04-19,284.47974999999997
2015-04-20,283.63345833333335
2015-04-21,286.47570833333333
2015-04-22,288.641125
2015-04-23,287.2785416666667
2015-04-24,285.922375
2015-04-25,283.6135625
2015-04-26,283.38900000000007
2015-04-27,280.46166666666664
2015-04-28,279.8331805583333
2015-04-29,282.75405902499995
2015-04-30,286.7981458333333
2015-05-01,288.9963333333333
2015-05-02,292.95631249999997
2015-05-03,289.68477083333335
2015-05-04,291.03997916666674
2015-05-05,285.7930625
2015-05-06,285.67760416666664
2015-05-07,286.68893750000007
2015-05-08,287.63785416666667
2015-05-09,285.26264583333335
2015-05-10,282.83450000000005
2015-05-11,285.6256041666667
2015-05-12,286.6501458333333
2015-05-13,286.0936041666667
2015-05-14,289.4056875
2015-05-15,288.6422291666666
2015-05-16,285.1065208333334
2015-05-17,284.32414583333326
2015-05-18,287.5686666666666
2015-05-19,289.14585416666665
2015-05-20,287.19104166666665
